Chr	Start	End	Strand	Gene	TriadGrp
chr1A	63201216	63205605	-	TraesJUL1A03G00029840	6875
chr1A	63236810	63238405	-	TraesJUL1A03G00029880	18183
chr1A	63476859	63480961	-	TraesJUL1A03G00029960	17411
chr1A	64393344	64403425	+	TraesJUL1A03G00030110	8123
chr1A	64581306	64587507	+	TraesJUL1A03G00030220	16502
chr1A	64678986	64680726	+	TraesJUL1A03G00030260	1594
chr1A	64699779	64702350	-	TraesJUL1A03G00030280	2418
chr1A	65242366	65246689	+	TraesJUL1A03G00030580	14501
chr1A	65368740	65370314	-	TraesJUL1A03G00030640	11673
chr1A	65591380	65592180	-	TraesJUL1A03G00030680	6464
chr1A	65764394	65769489	-	TraesJUL1A03G00030740	3774
chr1A	65772240	65773965	-	TraesJUL1A03G00030750	3740
chr1A	66140778	66143925	+	TraesJUL1A03G00030960	1414
chr1A	66861912	66864121	+	TraesJUL1A03G00031080	17912
chr1A	66861912	66864121	+	TraesJUL1A03G00031080	17912
chr1A	67428075	67430209	+	TraesJUL1A03G00031190	1205
chr1A	67649066	67659014	-	TraesJUL1A03G00031240	12845
chr1A	68323466	68325254	-	TraesJUL1A03G00031390	5356
chr1A	68323466	68325254	-	TraesJUL1A03G00031390	5356
chr1A	69123809	69125405	-	TraesJUL1A03G00031620	10687
chr1A	69125948	69130340	-	TraesJUL1A03G00031630	4102
chr1A	69331588	69336090	-	TraesJUL1A03G00031650	4360
chr1A	70624367	70636688	+	TraesJUL1A03G00031830	11044
chr1A	70624367	70636688	+	TraesJUL1A03G00031830	11044
chr1A	70843696	70844345	-	TraesJUL1A03G00031900	1483
chr1A	70995021	70996344	-	TraesJUL1A03G00031940	1644
chr1A	71022748	71031243	-	TraesJUL1A03G00031980	14415
chr1A	71490576	71493991	-	TraesJUL1A03G00032150	4649
chr1A	71621671	71626452	+	TraesJUL1A03G00032160	12934
chr1A	71716813	71718185	+	TraesJUL1A03G00032220	3610
chr1A	72709539	72712797	-	TraesJUL1A03G00032550	16755
chr1A	72713798	72717877	-	TraesJUL1A03G00032560	2677
chr1A	73016114	73018764	-	TraesJUL1A03G00032580	16269
chr1A	73218342	73223915	+	TraesJUL1A03G00032650	16182
chr1A	73225623	73230041	+	TraesJUL1A03G00032660	2188
chr1A	73236336	73245690	-	TraesJUL1A03G00032680	13082
chr1A	73246021	73253317	+	TraesJUL1A03G00032690	6762
chr1A	73254253	73255375	-	TraesJUL1A03G00032700	5936
chr1A	73275536	73280053	-	TraesJUL1A03G00032750	12868
chr1A	74356944	74369858	-	TraesJUL1A03G00033050	9840
chr1A	75620212	75643606	-	TraesJUL1A03G00033390	6681
chr1A	76396756	76402771	-	TraesJUL1A03G00033590	6134
chr1A	76633623	76635231	+	TraesJUL1A03G00033670	15195
chr1A	76971393	76974701	+	TraesJUL1A03G00033750	11306
chr1A	77005170	77009279	+	TraesJUL1A03G00033780	3355
chr1A	78217040	78225280	+	TraesJUL1A03G00034100	3527
chr1A	78847927	78849565	-	TraesJUL1A03G00034250	8472
chr1A	79054551	79056715	+	TraesJUL1A03G00034320	14591
chr1A	79575041	79582602	-	TraesJUL1A03G00034370	11941
chr1A	80168390	80180231	+	TraesJUL1A03G00034490	3772
chr1A	80542786	80546524	-	TraesJUL1A03G00034610	7583
chr1A	82388512	82399256	+	TraesJUL1A03G00034960	9789
chr1A	82401921	82406456	-	TraesJUL1A03G00034970	9440
chr1A	82820046	82825135	-	TraesJUL1A03G00035100	14123
chr1A	82820046	82825135	-	TraesJUL1A03G00035100	14123
chr1A	83693747	83706960	-	TraesJUL1A03G00035180	4460
chr1A	83872386	83884648	+	TraesJUL1A03G00035210	10114
chr1A	83892470	83894333	+	TraesJUL1A03G00035220	3653
chr1A	84597136	84599184	+	TraesJUL1A03G00035430	18343
chr1A	84662643	84663817	-	TraesJUL1A03G00035450	16566
chr1A	84896238	84898734	+	TraesJUL1A03G00035540	12466
chr1A	85204816	85205968	+	TraesJUL1A03G00035650	12362
chr1A	85690026	85690916	+	TraesJUL1A03G00035750	1527
chr1A	86099889	86104852	+	TraesJUL1A03G00035950	312
chr1A	86506317	86511573	-	TraesJUL1A03G00036110	3038
chr1A	87056044	87058993	+	TraesJUL1A03G00036190	8028
chr1A	87067739	87069137	-	TraesJUL1A03G00036200	211
chr1A	88214115	88221016	+	TraesJUL1A03G00036350	8147
chr1A	89267146	89274212	+	TraesJUL1A03G00036500	14234
chr1A	89267146	89274212	+	TraesJUL1A03G00036500	14234
chr1A	90019796	90021680	+	TraesJUL1A03G00036650	1160
chr1A	90619355	90627935	-	TraesJUL1A03G00036760	10568
chr1A	90912183	90919011	+	TraesJUL1A03G00036870	3959
chr1A	91017644	91021916	+	TraesJUL1A03G00036920	14584
chr1A	91033727	91035473	+	TraesJUL1A03G00036950	13742
chr1A	91268168	91271506	-	TraesJUL1A03G00036990	9255
chr1A	91273756	91274780	+	TraesJUL1A03G00037000	15812
chr1A	91355404	91358815	+	TraesJUL1A03G00037030	9706
chr1A	91359253	91361679	-	TraesJUL1A03G00037040	4591
chr1A	91445252	91451440	-	TraesJUL1A03G00037100	13391
chr1A	91457878	91460008	+	TraesJUL1A03G00037130	15379
chr1A	92413279	92418385	-	TraesJUL1A03G00037300	13462
chr1A	93196293	93197196	+	TraesJUL1A03G00037410	8207
chr1A	93220646	93226174	-	TraesJUL1A03G00037420	13027
chr1A	93226342	93229804	+	TraesJUL1A03G00037430	5732
chr1A	93230598	93232605	-	TraesJUL1A03G00037440	16779
chr1A	93926262	93931420	+	TraesJUL1A03G00037550	1856
chr1A	93934861	93939035	+	TraesJUL1A03G00037560	5428
chr1A	93934861	93939035	+	TraesJUL1A03G00037560	5428
chr1A	94886606	94891807	+	TraesJUL1A03G00038140	3503
chr1A	95007836	95010132	+	TraesJUL1A03G00038200	9022
chr1A	95652513	95658112	+	TraesJUL1A03G00038360	5949
chr1A	96223298	96226978	-	TraesJUL1A03G00038560	3531
chr1A	96223298	96226978	-	TraesJUL1A03G00038560	3531
chr1A	96302306	96304914	+	TraesJUL1A03G00038610	8776
chr1A	96314003	96316003	+	TraesJUL1A03G00038640	14853
chr1A	96317696	96320029	+	TraesJUL1A03G00038650	8777
chr1A	96339916	96342325	-	TraesJUL1A03G00038700	4230
chr1A	96345146	96353849	-	TraesJUL1A03G00038710	12502
chr1A	97660161	97661687	+	TraesJUL1A03G00039080	18167
chr1A	98102010	98111137	-	TraesJUL1A03G00039290	11380
chr1A	98116188	98121682	-	TraesJUL1A03G00039300	13022
chr1A	98877598	98885960	+	TraesJUL1A03G00039590	10676
chr1A	98887304	98891345	+	TraesJUL1A03G00039600	12349
chr1A	98891626	98892710	+	TraesJUL1A03G00039610	16666
chr1A	98943679	98944710	+	TraesJUL1A03G00039630	16664
chr1A	99011138	99015488	+	TraesJUL1A03G00039650	16660
chr1A	99020926	99022027	+	TraesJUL1A03G00039670	16663
chr1A	99164445	99165615	-	TraesJUL1A03G00039760	15647
chr1A	99506286	99507964	+	TraesJUL1A03G00040000	18073
chr1A	99543166	99544969	+	TraesJUL1A03G00040010	18068
chr1A	99604126	99607415	-	TraesJUL1A03G00040050	18072
chr1A	99793442	99794954	-	TraesJUL1A03G00040150	5968
chr1A	99796144	99800999	-	TraesJUL1A03G00040160	2665
chr1A	99875618	99895088	+	TraesJUL1A03G00040230	10605
chr1A	99919719	99920815	-	TraesJUL1A03G00040280	405
chr1A	100815990	100819201	+	TraesJUL1A03G00040510	6140
chr1A	100872479	100877065	-	TraesJUL1A03G00040550	6128
chr1A	101283737	101287645	-	TraesJUL1A03G00040710	8480
chr1A	101681790	101687304	+	TraesJUL1A03G00040760	1555
chr1A	101876069	101881635	+	TraesJUL1A03G00040790	14752
chr1A	101883225	101887167	+	TraesJUL1A03G00040800	14751
chr1A	102839430	102853494	-	TraesJUL1A03G00040950	8315
chr1A	103162314	103167057	-	TraesJUL1A03G00041010	8654
chr1A	103744783	103756674	+	TraesJUL1A03G00041080	10772
chr1A	103758775	103759618	-	TraesJUL1A03G00041090	3632
chr1A	103762389	103767058	+	TraesJUL1A03G00041100	3759
chr1A	103913350	103915629	+	TraesJUL1A03G00041140	12584
chr1A	103973087	103977071	-	TraesJUL1A03G00041200	6052
chr1A	104113722	104121105	-	TraesJUL1A03G00041250	7957
chr1A	104447571	104450055	-	TraesJUL1A03G00041310	10058
chr1A	104458841	104464181	+	TraesJUL1A03G00041320	12826
chr1A	104464635	104477248	-	TraesJUL1A03G00041330	10913
chr1A	104464635	104477248	-	TraesJUL1A03G00041330	10913
chr1A	105427487	105428516	-	TraesJUL1A03G00041450	1145
chr1A	105757854	105758884	-	TraesJUL1A03G00041510	14424
chr1A	105760035	105771418	-	TraesJUL1A03G00041520	9218
chr1A	106655005	106657614	+	TraesJUL1A03G00041660	6229
chr1A	106662233	106668041	+	TraesJUL1A03G00041670	4565
chr1A	106668574	106671849	-	TraesJUL1A03G00041680	17158
chr1A	107623817	107628030	+	TraesJUL1A03G00041990	2396
chr1A	107629738	107637106	-	TraesJUL1A03G00042000	9032
chr1A	108253613	108258047	+	TraesJUL1A03G00042270	9907
chr1A	108259506	108264093	-	TraesJUL1A03G00042280	3818
chr1A	108325829	108331909	-	TraesJUL1A03G00042310	2956
chr1A	108334605	108339557	+	TraesJUL1A03G00042320	7684
chr1A	108339570	108340789	-	TraesJUL1A03G00042330	12470
chr1A	108363106	108365156	+	TraesJUL1A03G00042370	14254
chr1A	108486689	108488975	+	TraesJUL1A03G00042430	12889
chr1A	109529820	109533920	-	TraesJUL1A03G00042640	8007
chr1A	109627771	109628940	+	TraesJUL1A03G00042660	10816
chr1A	109714002	109714618	-	TraesJUL1A03G00042710	8927
chr1A	110675108	110686686	+	TraesJUL1A03G00042840	10108
chr1A	110702711	110705840	-	TraesJUL1A03G00042860	16231
chr1A	112476240	112477029	+	TraesJUL1A03G00043370	11920
chr1A	112483495	112490496	+	TraesJUL1A03G00043390	8413
chr1A	112491019	112492811	-	TraesJUL1A03G00043400	18005
chr1A	112800467	112801553	-	TraesJUL1A03G00043430	7761
chr1A	113099907	113103146	-	TraesJUL1A03G00043510	3808
chr1A	113410786	113417824	+	TraesJUL1A03G00043570	4648
chr1A	113410786	113417824	+	TraesJUL1A03G00043570	4648
chr1A	113437138	113441175	-	TraesJUL1A03G00043610	9894
chr1A	113437138	113441175	-	TraesJUL1A03G00043610	9894
chr1A	114102946	114115012	+	TraesJUL1A03G00043700	11187
chr1A	115517657	115518240	+	TraesJUL1A03G00044080	10930
chr1A	115527195	115550063	+	TraesJUL1A03G00044090	12979
chr1A	115553418	115556266	+	TraesJUL1A03G00044100	12980
chr1A	116280856	116284235	+	TraesJUL1A03G00044210	12659
chr1A	116779324	116783210	-	TraesJUL1A03G00044340	2401
chr1A	117473679	117476069	-	TraesJUL1A03G00044500	15840
chr1A	117491902	117497354	-	TraesJUL1A03G00044540	10417
chr1A	117563794	117565975	-	TraesJUL1A03G00044560	155
chr1A	118429628	118433088	+	TraesJUL1A03G00044960	5467
chr1A	118458741	118459295	-	TraesJUL1A03G00044980	3631
chr1A	118623096	118634309	-	TraesJUL1A03G00045030	16069
chr1A	118727809	118731796	-	TraesJUL1A03G00045060	1732
chr1A	119072755	119076279	+	TraesJUL1A03G00045110	8748
chr1A	119282917	119287437	+	TraesJUL1A03G00045190	13206
chr1A	119318191	119319465	+	TraesJUL1A03G00045250	5557
chr1A	119579996	119588675	+	TraesJUL1A03G00045400	12404
chr1A	119588891	119590392	-	TraesJUL1A03G00045420	13678
chr1A	121140547	121142035	+	TraesJUL1A03G00045670	12972
chr1A	123124598	123128355	-	TraesJUL1A03G00045950	4952
chr1A	123584665	123585649	+	TraesJUL1A03G00046060	10076
chr1A	123754378	123755215	-	TraesJUL1A03G00046100	11618
chr1A	123763157	123763890	-	TraesJUL1A03G00046120	11619
chr1A	123763512	123763870	+	TraesJUL1A03G00046130	33
chr1A	123763512	123763870	+	TraesJUL1A03G00046130	33
chr1A	124355695	124356453	-	TraesJUL1A03G00046260	11617
chr1A	124454331	124460801	-	TraesJUL1A03G00046290	13467
chr1A	124461492	124466585	-	TraesJUL1A03G00046300	5413
chr1A	124721697	124722845	-	TraesJUL1A03G00046360	15674
chr1A	124725179	124726696	+	TraesJUL1A03G00046370	13139
chr1A	126084885	126088992	+	TraesJUL1A03G00046580	9011
chr1A	126426817	126429325	-	TraesJUL1A03G00046660	15471
chr1A	126920883	126924531	+	TraesJUL1A03G00046800	10136
chr1A	127324426	127328651	+	TraesJUL1A03G00046950	12148
chr1A	127399038	127401129	+	TraesJUL1A03G00046990	13234
chr1A	129761398	129763267	+	TraesJUL1A03G00047430	14564
chr1A	129959546	129960771	+	TraesJUL1A03G00047460	1902
chr1A	130511736	130515448	-	TraesJUL1A03G00047550	8140
chr1A	131118570	131120393	-	TraesJUL1A03G00047670	15604
chr1A	131555597	131569695	-	TraesJUL1A03G00047750	8143
chr1A	131730793	131733243	-	TraesJUL1A03G00047780	1034
chr1A	131861533	131872386	+	TraesJUL1A03G00047840	15193
chr1A	132370626	132377642	+	TraesJUL1A03G00047910	10627
chr1A	132382206	132383919	+	TraesJUL1A03G00047920	8846
chr1A	132384127	132387366	-	TraesJUL1A03G00047930	11686
chr1A	132716547	132717176	+	TraesJUL1A03G00048010	3955
chr1A	132754063	132756339	-	TraesJUL1A03G00048090	4470
chr1A	134518596	134524330	+	TraesJUL1A03G00048520	9099
chr1A	135542060	135544990	-	TraesJUL1A03G00048800	5282
chr1A	136504946	136541666	+	TraesJUL1A03G00048920	12603
chr1A	140536806	140539770	+	TraesJUL1A03G00049790	9178
chr1A	141007043	141011676	-	TraesJUL1A03G00049870	5233
chr1A	142451137	142452671	-	TraesJUL1A03G00049990	2628
chr1A	143374418	143383573	+	TraesJUL1A03G00050190	6644
chr1A	144112716	144113148	+	TraesJUL1A03G00050300	4161
chr1A	145552546	145553445	+	TraesJUL1A03G00050520	8029
chr1A	146195673	146200733	-	TraesJUL1A03G00050600	13102
chr1A	146510071	146515562	-	TraesJUL1A03G00050670	13189
chr1A	146521533	146522665	-	TraesJUL1A03G00050690	12804
chr1A	147232552	147240679	+	TraesJUL1A03G00050820	17042
chr1A	148296436	148297869	+	TraesJUL1A03G00051030	1141
chr1A	148504109	148509886	+	TraesJUL1A03G00051090	10299
chr1A	148897588	148901005	-	TraesJUL1A03G00051160	2364
chr1A	149547790	149548976	+	TraesJUL1A03G00051290	10256
chr1A	149986574	149993914	-	TraesJUL1A03G00051380	10223
chr1A	150394593	150395380	+	TraesJUL1A03G00051430	12512
chr1A	150424353	150428797	+	TraesJUL1A03G00051460	6677
chr1A	150432824	150435783	-	TraesJUL1A03G00051470	7227
chr1A	150432824	150435783	-	TraesJUL1A03G00051470	7227
chr1A	150880736	150881809	+	TraesJUL1A03G00051560	1491
chr1A	151297970	151303825	+	TraesJUL1A03G00051610	4529
chr1A	151399553	151403615	-	TraesJUL1A03G00051650	9339
chr1A	152860576	152862838	+	TraesJUL1A03G00051920	15489
chr1A	153102302	153107924	+	TraesJUL1A03G00051970	15480
chr1A	154102571	154105435	+	TraesJUL1A03G00052210	2870
chr1A	154227051	154229779	+	TraesJUL1A03G00052240	15618
chr1A	155388240	155406003	-	TraesJUL1A03G00052470	9130
chr1A	156854365	156859075	-	TraesJUL1A03G00052610	9851
chr1A	156854365	156859075	-	TraesJUL1A03G00052610	9851
chr1A	157367555	157373204	-	TraesJUL1A03G00052760	8311
chr1A	162907961	162909837	-	TraesJUL1A03G00053450	10738
chr1A	162918606	162923243	-	TraesJUL1A03G00053490	3878
chr1A	165897460	165906003	+	TraesJUL1A03G00053920	10505
chr1A	169225133	169235555	+	TraesJUL1A03G00054540	9608
chr1A	186407381	186415284	-	TraesJUL1A03G00057100	4317
chr1A	189360542	189367600	+	TraesJUL1A03G00057580	5572
chr1A	218671700	218684641	+	TraesJUL1A03G00063990	13307
chr1A	218684483	218685742	+	TraesJUL1A03G00064000	1166
chr1A	229025268	229034087	+	TraesJUL1A03G00066050	4928
