Chr	Start	End	Strand	Gene	TriadGrp
chr1A	37385405	37386453	+	TraesARI1A03G00017410	2545
chr1A	37458977	37461229	+	TraesARI1A03G00017430	16418
chr1A	38079119	38083696	+	TraesARI1A03G00017790	8483
chr1A	38757080	38761697	+	TraesARI1A03G00018120	156
chr1A	38760054	38761694	-	TraesARI1A03G00018130	4650
chr1A	38784555	38785487	-	TraesARI1A03G00018150	3821
chr1A	39782001	39785841	-	TraesARI1A03G00018430	14753
chr1A	40913830	40915015	-	TraesARI1A03G00019110	4709
chr1A	41297785	41303538	+	TraesARI1A03G00019240	5175
chr1A	41303936	41310625	-	TraesARI1A03G00019250	11104
chr1A	41631803	41635659	-	TraesARI1A03G00019360	10690
chr1A	41635819	41642534	+	TraesARI1A03G00019370	7063
chr1A	41642964	41645350	-	TraesARI1A03G00019390	5185
chr1A	41911179	41912703	+	TraesARI1A03G00019460	2500
chr1A	41917892	41925993	+	TraesARI1A03G00019470	5694
chr1A	42119161	42121485	-	TraesARI1A03G00019620	6835
chr1A	42135447	42138545	+	TraesARI1A03G00019680	12374
chr1A	42205273	42206194	+	TraesARI1A03G00019740	4351
chr1A	42836283	42839804	+	TraesARI1A03G00019820	10332
chr1A	43932075	43936885	-	TraesARI1A03G00020150	16463
chr1A	44590524	44598252	+	TraesARI1A03G00020290	4147
chr1A	44596380	44598205	-	TraesARI1A03G00020300	12116
chr1A	44822157	44823795	-	TraesARI1A03G00020350	14523
chr1A	44835679	44838361	-	TraesARI1A03G00020370	5741
chr1A	45078074	45080413	-	TraesARI1A03G00020560	9656
chr1A	46889920	46894511	+	TraesARI1A03G00020980	5559
chr1A	46985871	46986811	+	TraesARI1A03G00021050	6385
chr1A	47803808	47805025	-	TraesARI1A03G00021500	10506
chr1A	48089393	48093623	+	TraesARI1A03G00021620	15317
chr1A	48181269	48199025	+	TraesARI1A03G00021720	10178
chr1A	48181269	48199025	+	TraesARI1A03G00021720	10178
chr1A	50783506	50788959	+	TraesARI1A03G00022410	11498
chr1A	51116833	51120476	+	TraesARI1A03G00022580	13797
chr1A	52906715	52916500	+	TraesARI1A03G00023150	13083
chr1A	53125716	53132333	+	TraesARI1A03G00023210	526
chr1A	53132044	53132515	-	TraesARI1A03G00023220	10933
chr1A	53150037	53154039	-	TraesARI1A03G00023290	13277
chr1A	53900187	53915680	+	TraesARI1A03G00023480	13282
chr1A	53916750	53918370	-	TraesARI1A03G00023490	806
chr1A	54029017	54029768	-	TraesARI1A03G00023530	815
chr1A	54047297	54052620	-	TraesARI1A03G00023550	6057
chr1A	54105046	54107419	+	TraesARI1A03G00023590	3765
chr1A	54300193	54303768	+	TraesARI1A03G00023650	8479
chr1A	54570239	54573145	-	TraesARI1A03G00023890	9382
chr1A	54589368	54608971	+	TraesARI1A03G00023930	7908
chr1A	54613196	54617696	+	TraesARI1A03G00023940	18214
chr1A	54685196	54687195	-	TraesARI1A03G00024020	7815
chr1A	54786637	54788405	-	TraesARI1A03G00024050	1281
chr1A	54823171	54824945	-	TraesARI1A03G00024110	16061
chr1A	55274204	55275329	-	TraesARI1A03G00024240	2008
chr1A	57701292	57706851	+	TraesARI1A03G00025130	6200
chr1A	57823830	57825439	-	TraesARI1A03G00025180	840
chr1A	58316873	58321575	+	TraesARI1A03G00025330	13066
chr1A	58326376	58331861	-	TraesARI1A03G00025340	14768
chr1A	58700807	58703124	+	TraesARI1A03G00025430	13940
chr1A	58717315	58720528	-	TraesARI1A03G00025440	3651
chr1A	58882595	58885901	+	TraesARI1A03G00025580	7781
chr1A	59092883	59102084	-	TraesARI1A03G00025710	8725
chr1A	59189714	59191658	+	TraesARI1A03G00025750	9968
chr1A	59212312	59217618	-	TraesARI1A03G00025790	6241
chr1A	59263999	59268399	-	TraesARI1A03G00025800	10231
chr1A	59537027	59543287	+	TraesARI1A03G00025880	6627
chr1A	61790181	61791495	+	TraesARI1A03G00026310	837
chr1A	61793399	61800605	-	TraesARI1A03G00026330	8446
chr1A	62362956	62364833	+	TraesARI1A03G00026520	3529
chr1A	62375711	62378372	+	TraesARI1A03G00026540	13727
chr1A	62380676	62383820	-	TraesARI1A03G00026560	17070
chr1A	62472766	62477997	-	TraesARI1A03G00026580	5521
chr1A	62799833	62801649	+	TraesARI1A03G00026670	10969
chr1A	62847447	62848655	-	TraesARI1A03G00026720	7836
chr1A	62924848	62926214	-	TraesARI1A03G00026750	17696
chr1A	62930327	62936523	+	TraesARI1A03G00026770	752
chr1A	63287250	63290905	+	TraesARI1A03G00026930	8341
chr1A	63333036	63335309	+	TraesARI1A03G00026960	1232
chr1A	63335650	63342668	-	TraesARI1A03G00026970	8178
chr1A	63364163	63368765	-	TraesARI1A03G00027030	5545
chr1A	63908249	63913426	-	TraesARI1A03G00027380	9594
chr1A	64018856	64019490	+	TraesARI1A03G00027420	5659
chr1A	64768513	64771413	+	TraesARI1A03G00027810	4143
chr1A	65011786	65015491	-	TraesARI1A03G00027860	15418
chr1A	65679476	65683005	+	TraesARI1A03G00028220	1410
chr1A	65878169	65882453	+	TraesARI1A03G00028300	14072
chr1A	66097557	66099146	-	TraesARI1A03G00028410	4825
chr1A	66151312	66152773	+	TraesARI1A03G00028420	18066
chr1A	66526168	66533021	-	TraesARI1A03G00028740	5771
chr1A	66716504	66717909	+	TraesARI1A03G00028770	16672
chr1A	67147304	67148115	+	TraesARI1A03G00028840	2982
chr1A	67153488	67156354	-	TraesARI1A03G00028850	18056
chr1A	67380865	67382138	-	TraesARI1A03G00028900	18075
chr1A	67702165	67703349	+	TraesARI1A03G00028980	3790
chr1A	67740036	67744244	-	TraesARI1A03G00029030	4235
chr1A	68128067	68129215	-	TraesARI1A03G00029130	18202
chr1A	68169457	68171045	+	TraesARI1A03G00029160	6868
chr1A	68173597	68178832	-	TraesARI1A03G00029170	6875
chr1A	68209132	68210725	-	TraesARI1A03G00029220	18183
chr1A	68449387	68453530	-	TraesARI1A03G00029300	17411
chr1A	69510261	69520132	+	TraesARI1A03G00029530	8123
chr1A	69698188	69704803	+	TraesARI1A03G00029630	16502
chr1A	69795939	69797701	+	TraesARI1A03G00029680	1594
chr1A	69816714	69819276	-	TraesARI1A03G00029700	2418
chr1A	70345218	70349504	+	TraesARI1A03G00030010	14501
chr1A	70478660	70480431	-	TraesARI1A03G00030070	11673
chr1A	70701571	70702383	-	TraesARI1A03G00030110	6464
chr1A	70882401	70884045	-	TraesARI1A03G00030180	3740
chr1A	71253030	71255876	+	TraesARI1A03G00030380	1414
chr1A	71971435	71973956	+	TraesARI1A03G00030510	17912
chr1A	71971435	71973956	+	TraesARI1A03G00030510	17912
chr1A	72536830	72539142	+	TraesARI1A03G00030610	1205
chr1A	72757925	72767739	-	TraesARI1A03G00030670	12845
chr1A	73431254	73432695	-	TraesARI1A03G00030830	5356
chr1A	74225717	74227325	-	TraesARI1A03G00031070	10687
chr1A	74227802	74232245	-	TraesARI1A03G00031080	4102
chr1A	74427548	74431961	-	TraesARI1A03G00031100	4360
chr1A	75934871	75935505	-	TraesARI1A03G00031330	1483
chr1A	76086553	76087195	-	TraesARI1A03G00031370	1644
chr1A	76113782	76122369	-	TraesARI1A03G00031420	14415
chr1A	76582037	76585496	-	TraesARI1A03G00031580	4649
chr1A	76713022	76717819	+	TraesARI1A03G00031590	12934
chr1A	77795561	77798782	-	TraesARI1A03G00031970	16755
chr1A	77799754	77804084	-	TraesARI1A03G00031980	2677
chr1A	78102538	78105223	-	TraesARI1A03G00032000	16269
chr1A	78305382	78310938	+	TraesARI1A03G00032090	16182
chr1A	78312579	78316903	+	TraesARI1A03G00032100	2188
chr1A	78323420	78332757	-	TraesARI1A03G00032120	13082
chr1A	78333056	78340482	+	TraesARI1A03G00032130	6762
chr1A	78341299	78342515	-	TraesARI1A03G00032140	5936
chr1A	78361575	78366167	-	TraesARI1A03G00032190	12868
chr1A	79437714	79450623	-	TraesARI1A03G00032440	9840
chr1A	80717084	80740479	-	TraesARI1A03G00032820	6681
chr1A	81492022	81498000	-	TraesARI1A03G00033020	6134
chr1A	81717697	81719314	+	TraesARI1A03G00033100	15195
chr1A	82062462	82064959	+	TraesARI1A03G00033180	11306
chr1A	82095574	82099584	+	TraesARI1A03G00033210	3355
chr1A	83307069	83315316	+	TraesARI1A03G00033500	3527
chr1A	83938728	83939844	-	TraesARI1A03G00033660	8472
chr1A	84140006	84142171	+	TraesARI1A03G00033730	14591
chr1A	84660800	84667770	-	TraesARI1A03G00033780	11941
chr1A	85250069	85262471	+	TraesARI1A03G00033900	3772
chr1A	85627382	85631231	-	TraesARI1A03G00034000	7583
chr1A	87455824	87466400	+	TraesARI1A03G00034370	9789
chr1A	87468851	87473869	-	TraesARI1A03G00034380	9440
chr1A	87891291	87896653	-	TraesARI1A03G00034510	14123
chr1A	88761183	88774247	-	TraesARI1A03G00034590	4460
chr1A	88939573	88951855	+	TraesARI1A03G00034630	10114
chr1A	88959641	88961559	+	TraesARI1A03G00034640	3653
chr1A	89660866	89662914	+	TraesARI1A03G00034850	18343
chr1A	89726803	89727885	-	TraesARI1A03G00034870	16566
chr1A	90269856	90271026	+	TraesARI1A03G00035060	12362
chr1A	90753700	90754574	+	TraesARI1A03G00035170	1527
chr1A	91166218	91171077	+	TraesARI1A03G00035370	312
chr1A	91572797	91578045	-	TraesARI1A03G00035560	3038
chr1A	92124906	92127546	+	TraesARI1A03G00035640	8028
chr1A	92136616	92137862	-	TraesARI1A03G00035650	211
chr1A	93282255	93289197	+	TraesARI1A03G00035790	8147
chr1A	94335418	94342487	+	TraesARI1A03G00035930	14234
chr1A	95087944	95089684	+	TraesARI1A03G00036080	1160
chr1A	95687004	95695680	-	TraesARI1A03G00036190	10568
chr1A	95968521	95976222	+	TraesARI1A03G00036290	5555
chr1A	95979746	95986586	+	TraesARI1A03G00036300	3959
chr1A	96086359	96090658	+	TraesARI1A03G00036350	14584
chr1A	96102457	96104220	+	TraesARI1A03G00036380	13742
chr1A	96338569	96341675	-	TraesARI1A03G00036420	9255
chr1A	96343986	96345030	+	TraesARI1A03G00036430	15812
chr1A	96425755	96429165	+	TraesARI1A03G00036460	9706
chr1A	96429450	96431969	-	TraesARI1A03G00036470	4591
chr1A	96519145	96524875	-	TraesARI1A03G00036530	13391
chr1A	96531174	96533381	+	TraesARI1A03G00036560	15379
chr1A	96599393	96600486	+	TraesARI1A03G00036580	306
chr1A	97483062	97488149	-	TraesARI1A03G00036730	13462
chr1A	98278726	98279707	+	TraesARI1A03G00036840	8207
chr1A	98305095	98309649	-	TraesARI1A03G00036860	13027
chr1A	98308817	98312430	+	TraesARI1A03G00036870	5732
chr1A	98312555	98314573	-	TraesARI1A03G00036880	16779
chr1A	99005409	99010522	+	TraesARI1A03G00037000	1856
chr1A	99013901	99018141	+	TraesARI1A03G00037010	5428
chr1A	99013901	99018141	+	TraesARI1A03G00037010	5428
chr1A	99960093	99965063	+	TraesARI1A03G00037520	3503
chr1A	99960093	99965063	+	TraesARI1A03G00037520	3503
chr1A	100082181	100084462	+	TraesARI1A03G00037590	9022
chr1A	100713550	100718883	+	TraesARI1A03G00037760	5949
chr1A	101269479	101272965	-	TraesARI1A03G00037960	3531
chr1A	101274880	101276443	-	TraesARI1A03G00037970	1698
chr1A	101348651	101350243	+	TraesARI1A03G00038010	8776
chr1A	101360286	101362109	+	TraesARI1A03G00038030	14853
chr1A	101363949	101366100	+	TraesARI1A03G00038040	8777
chr1A	101386201	101388626	-	TraesARI1A03G00038090	4230
chr1A	101391548	101400152	-	TraesARI1A03G00038100	12502
chr1A	102692308	102693771	+	TraesARI1A03G00038470	18167
chr1A	103126065	103135197	-	TraesARI1A03G00038690	11380
chr1A	103140212	103145853	-	TraesARI1A03G00038700	13022
chr1A	103893651	103902044	+	TraesARI1A03G00038960	10676
chr1A	103903425	103907447	+	TraesARI1A03G00038970	12349
chr1A	103907706	103908741	+	TraesARI1A03G00038980	16666
chr1A	103959854	103960801	+	TraesARI1A03G00039000	16664
chr1A	104026920	104028171	+	TraesARI1A03G00039020	16660
chr1A	104036804	104037873	+	TraesARI1A03G00039040	16663
chr1A	104180213	104181385	-	TraesARI1A03G00039120	15647
chr1A	104518366	104522084	+	TraesARI1A03G00039350	18073
chr1A	104555292	104557099	+	TraesARI1A03G00039360	18068
chr1A	104616436	104619922	-	TraesARI1A03G00039400	18072
chr1A	104807831	104809495	-	TraesARI1A03G00039490	5968
chr1A	104810688	104815418	-	TraesARI1A03G00039500	2665
chr1A	104890676	104910242	+	TraesARI1A03G00039560	10605
chr1A	104934671	104936179	-	TraesARI1A03G00039610	405
chr1A	105828901	105832269	+	TraesARI1A03G00039830	6140
chr1A	105885634	105890150	-	TraesARI1A03G00039880	6128
chr1A	106299693	106303635	-	TraesARI1A03G00040030	8480
chr1A	106697694	106703443	+	TraesARI1A03G00040080	1555
chr1A	106892049	106897702	+	TraesARI1A03G00040110	14752
chr1A	106899285	106903379	+	TraesARI1A03G00040120	14751
chr1A	107844723	107858945	-	TraesARI1A03G00040270	8315
chr1A	108161002	108165973	-	TraesARI1A03G00040310	8654
chr1A	108736876	108748709	+	TraesARI1A03G00040380	10772
chr1A	108751147	108751655	-	TraesARI1A03G00040390	3632
chr1A	108754478	108759136	+	TraesARI1A03G00040400	3759
chr1A	108905615	108907704	+	TraesARI1A03G00040450	12584
chr1A	108965405	108969249	-	TraesARI1A03G00040500	6052
chr1A	109114082	109121465	-	TraesARI1A03G00040560	7957
chr1A	109449108	109459105	-	TraesARI1A03G00040620	10058
chr1A	109460086	109465764	+	TraesARI1A03G00040630	12826
chr1A	109466233	109478740	-	TraesARI1A03G00040640	10913
chr1A	110411063	110412188	-	TraesARI1A03G00040760	1145
chr1A	110740536	110741615	-	TraesARI1A03G00040830	14424
chr1A	110743091	110754191	-	TraesARI1A03G00040840	9218
chr1A	111623053	111625680	+	TraesARI1A03G00040970	6229
chr1A	111630273	111636169	+	TraesARI1A03G00040980	4565
chr1A	111636669	111640053	-	TraesARI1A03G00041000	17158
chr1A	112589259	112593236	+	TraesARI1A03G00041360	2396
chr1A	112595373	112602240	-	TraesARI1A03G00041370	9032
chr1A	113205751	113210300	+	TraesARI1A03G00041610	9907
chr1A	113211395	113216290	-	TraesARI1A03G00041620	3818
chr1A	113278897	113284919	-	TraesARI1A03G00041650	2956
chr1A	113287816	113292763	+	TraesARI1A03G00041660	7684
chr1A	113292716	113294038	-	TraesARI1A03G00041670	12470
chr1A	113316256	113318301	+	TraesARI1A03G00041700	14254
chr1A	113439683	113441807	+	TraesARI1A03G00041760	12889
chr1A	114482623	114486750	-	TraesARI1A03G00041960	8007
chr1A	114584436	114585745	+	TraesARI1A03G00041990	10816
chr1A	114670957	114671485	-	TraesARI1A03G00042040	8927
chr1A	115630056	115640300	+	TraesARI1A03G00042170	10108
chr1A	115657587	115660620	-	TraesARI1A03G00042190	16231
chr1A	117415687	117416465	+	TraesARI1A03G00042690	11920
chr1A	117422915	117430052	+	TraesARI1A03G00042710	8413
chr1A	117430449	117432264	-	TraesARI1A03G00042720	18005
chr1A	117739932	117741102	-	TraesARI1A03G00042750	7761
chr1A	118038590	118041833	-	TraesARI1A03G00042840	3808
chr1A	118340757	118348108	+	TraesARI1A03G00042900	4648
chr1A	118347192	118351597	-	TraesARI1A03G00042910	13621
chr1A	118367346	118371391	-	TraesARI1A03G00042950	9894
chr1A	118367346	118371391	-	TraesARI1A03G00042950	9894
chr1A	119040942	119045372	+	TraesARI1A03G00043050	11187
chr1A	120356617	120357176	+	TraesARI1A03G00043370	10930
chr1A	120366124	120388962	+	TraesARI1A03G00043380	12979
chr1A	120392427	120395305	+	TraesARI1A03G00043390	12980
chr1A	121113955	121117283	+	TraesARI1A03G00043510	12659
chr1A	121605591	121609591	-	TraesARI1A03G00043660	2401
chr1A	122290580	122293044	-	TraesARI1A03G00043810	15840
chr1A	122308855	122314229	-	TraesARI1A03G00043840	10417
chr1A	122380756	122383012	-	TraesARI1A03G00043860	155
chr1A	123241611	123244761	+	TraesARI1A03G00044250	5467
chr1A	123270551	123271105	-	TraesARI1A03G00044260	3631
chr1A	123436116	123447364	-	TraesARI1A03G00044310	16069
chr1A	123541381	123544478	-	TraesARI1A03G00044340	1732
chr1A	123883494	123888370	+	TraesARI1A03G00044380	8748
chr1A	124093216	124097551	+	TraesARI1A03G00044470	13206
chr1A	124128686	124129674	+	TraesARI1A03G00044530	5557
chr1A	124394304	124403072	+	TraesARI1A03G00044670	12404
chr1A	124403161	124404613	-	TraesARI1A03G00044690	13678
chr1A	125949619	125951050	+	TraesARI1A03G00044940	12972
chr1A	127922041	127925641	-	TraesARI1A03G00045220	4952
chr1A	128381572	128386118	+	TraesARI1A03G00045320	10076
chr1A	128550906	128551745	-	TraesARI1A03G00045370	11618
chr1A	128559621	128560535	-	TraesARI1A03G00045390	11619
chr1A	128560040	128560398	+	TraesARI1A03G00045400	33
chr1A	128560040	128560398	+	TraesARI1A03G00045400	33
chr1A	129151442	129152168	-	TraesARI1A03G00045540	11617
chr1A	129250531	129256379	-	TraesARI1A03G00045570	13467
chr1A	129257046	129262555	-	TraesARI1A03G00045580	5413
chr1A	129511346	129512505	-	TraesARI1A03G00045650	15674
chr1A	129514829	129516346	+	TraesARI1A03G00045660	13139
chr1A	130878443	130882778	+	TraesARI1A03G00045870	9011
chr1A	131219065	131221404	-	TraesARI1A03G00045950	15471
chr1A	131712588	131716404	+	TraesARI1A03G00046110	10136
chr1A	132113066	132117076	+	TraesARI1A03G00046240	12148
chr1A	132187826	132189833	+	TraesARI1A03G00046280	13234
chr1A	134340446	134342258	+	TraesARI1A03G00046730	14564
chr1A	134538717	134539998	+	TraesARI1A03G00046760	1902
chr1A	135092019	135095744	-	TraesARI1A03G00046840	8140
chr1A	135697975	135699824	-	TraesARI1A03G00046960	15604
chr1A	136137999	136145653	-	TraesARI1A03G00047050	8143
chr1A	136306487	136308812	-	TraesARI1A03G00047080	1034
chr1A	136436656	136447229	+	TraesARI1A03G00047130	15193
chr1A	136943811	136951000	+	TraesARI1A03G00047200	10627
chr1A	136955516	136957241	+	TraesARI1A03G00047210	8846
chr1A	136957706	136960596	-	TraesARI1A03G00047220	11686
chr1A	137282413	137283211	+	TraesARI1A03G00047300	3955
chr1A	137319459	137322217	-	TraesARI1A03G00047420	4470
chr1A	139060117	139065944	+	TraesARI1A03G00047870	9099
chr1A	139626650	139641483	-	TraesARI1A03G00048010	14318
chr1A	140084093	140087090	-	TraesARI1A03G00048130	5282
chr1A	140084093	140087090	-	TraesARI1A03G00048130	5282
chr1A	141051554	141088187	+	TraesARI1A03G00048250	12603
chr1A	145058276	145061133	+	TraesARI1A03G00049150	9178
chr1A	145527279	145532157	-	TraesARI1A03G00049220	5233
chr1A	146969189	146970725	-	TraesARI1A03G00049350	2628
chr1A	147879374	147888518	+	TraesARI1A03G00049570	6644
chr1A	148615716	148616153	+	TraesARI1A03G00049690	4161
chr1A	150059900	150060814	+	TraesARI1A03G00049910	8029
chr1A	150694907	150699815	-	TraesARI1A03G00050000	13102
chr1A	151010284	151015372	-	TraesARI1A03G00050070	13189
chr1A	151021367	151022491	-	TraesARI1A03G00050090	12804
chr1A	151724495	151732770	+	TraesARI1A03G00050220	17042
chr1A	152784486	152785983	+	TraesARI1A03G00050400	1141
chr1A	152993059	152998864	+	TraesARI1A03G00050460	10299
chr1A	153387130	153390831	-	TraesARI1A03G00050530	2364
chr1A	154037154	154038205	+	TraesARI1A03G00050660	10256
chr1A	154475228	154482698	-	TraesARI1A03G00050770	10223
chr1A	154883214	154884061	+	TraesARI1A03G00050820	12512
chr1A	154913207	154917684	+	TraesARI1A03G00050850	6677
chr1A	154921903	154924563	-	TraesARI1A03G00050860	7227
chr1A	155370146	155371147	+	TraesARI1A03G00050980	1491
chr1A	155370146	155371147	+	TraesARI1A03G00050980	1491
chr1A	155780703	155786448	+	TraesARI1A03G00051030	4529
chr1A	155882294	155886978	-	TraesARI1A03G00051070	9339
chr1A	157337176	157339231	+	TraesARI1A03G00051280	15489
chr1A	157579016	157584847	+	TraesARI1A03G00051330	15480
chr1A	158558028	158560930	+	TraesARI1A03G00051580	2870
chr1A	159824371	159842205	-	TraesARI1A03G00051890	9130
chr1A	161299073	161303585	-	TraesARI1A03G00052020	9851
chr1A	161815213	161820943	-	TraesARI1A03G00052190	8311
chr1A	163455051	163466384	+	TraesARI1A03G00052430	7980
chr1A	167339133	167340957	-	TraesARI1A03G00052890	10738
chr1A	167349532	167354028	-	TraesARI1A03G00052930	3878
chr1A	170336447	170343020	+	TraesARI1A03G00053360	10505
chr1A	172544614	172580373	-	TraesARI1A03G00053800	5714
chr1A	173620599	173630982	+	TraesARI1A03G00053960	9608
chr1A	190765229	190772925	-	TraesARI1A03G00056560	4317
chr1A	193716451	193723417	+	TraesARI1A03G00057030	5572
chr1A	215700874	215702299	+	TraesARI1A03G00061470	3230
chr1A	230450050	230462948	+	TraesARI1A03G00066310	13307
chr1A	230462761	230464172	+	TraesARI1A03G00066320	1166
chr1A	240768340	240777080	+	TraesARI1A03G00068320	4928
chr1A	240788429	240806684	-	TraesARI1A03G00068330	6242
chr1A	240788429	240806684	-	TraesARI1A03G00068330	6242
chr1A	243458600	243461797	+	TraesARI1A03G00068860	15455
chr1A	243468508	243478690	-	TraesARI1A03G00068880	14287
chr1A	246187818	246198314	-	TraesARI1A03G00069540	10348
chr1A	247649996	247652726	+	TraesARI1A03G00069980	772
chr1A	247750239	247752148	+	TraesARI1A03G00069990	3069
chr1A	247752734	247756480	-	TraesARI1A03G00070000	17043
chr1A	248541193	248555114	+	TraesARI1A03G00070160	12533
chr1A	248557644	248558779	+	TraesARI1A03G00070190	10689
chr1A	249805326	249808229	+	TraesARI1A03G00070480	9216
chr1A	249949670	249957814	+	TraesARI1A03G00070520	8553
chr1A	250012630	250013155	-	TraesARI1A03G00070560	17521
chr1A	250625347	250644862	+	TraesARI1A03G00070670	6155
chr1A	251501982	251527825	+	TraesARI1A03G00070850	6005
chr1A	251881381	251887757	-	TraesARI1A03G00070930	14507
chr1A	251881381	251887757	-	TraesARI1A03G00070930	14507
chr1A	252339257	252344334	-	TraesARI1A03G00071060	6658
chr1A	252581053	252585006	-	TraesARI1A03G00071100	11992
chr1A	253818987	253821240	+	TraesARI1A03G00071450	8379
chr1A	254220622	254228881	+	TraesARI1A03G00071580	6549
chr1A	254229481	254238740	-	TraesARI1A03G00071590	12293
chr1A	256012281	256047641	-	TraesARI1A03G00071860	9132
chr1A	257126346	257132955	-	TraesARI1A03G00072040	15768
