Chr	Start	End	Strand	Gene	TriadGrp
chr1A	16506634	16507963	+	TraesNOR1A03G00010070	16605
chr1A	16586310	16589500	+	TraesNOR1A03G00010100	17059
chr1A	17593998	17594697	+	TraesNOR1A03G00010690	1860
chr1A	18073162	18076107	-	TraesNOR1A03G00011060	10768
chr1A	18278116	18281949	+	TraesNOR1A03G00011150	849
chr1A	18990833	18994928	-	TraesNOR1A03G00011440	3400
chr1A	18990833	18994928	-	TraesNOR1A03G00011440	3400
chr1A	18990833	18994928	-	TraesNOR1A03G00011440	3400
chr1A	19010126	19012489	+	TraesNOR1A03G00011450	8692
chr1A	19010126	19012489	+	TraesNOR1A03G00011450	8692
chr1A	19178030	19180154	-	TraesNOR1A03G00011510	18137
chr1A	19206151	19209613	-	TraesNOR1A03G00011520	7524
chr1A	19206151	19209613	-	TraesNOR1A03G00011520	7524
chr1A	21073485	21075627	+	TraesNOR1A03G00012040	5263
chr1A	21073485	21075627	+	TraesNOR1A03G00012040	5263
chr1A	21292182	21292301	-	TraesNOR1A03G00012160	15137
chr1A	21302944	21305972	-	TraesNOR1A03G00012170	15377
chr1A	21302944	21305972	-	TraesNOR1A03G00012170	15377
chr1A	21978108	21979669	-	TraesNOR1A03G00012480	10063
chr1A	21978108	21979669	-	TraesNOR1A03G00012480	10063
chr1A	22030874	22033448	+	TraesNOR1A03G00012550	16062
chr1A	22269411	22272052	-	TraesNOR1A03G00012740	3088
chr1A	22269411	22272052	-	TraesNOR1A03G00012740	3088
chr1A	22428726	22429660	+	TraesNOR1A03G00012810	17686
chr1A	22495987	22510580	+	TraesNOR1A03G00012850	5508
chr1A	22495987	22510580	+	TraesNOR1A03G00012850	5508
chr1A	26781176	26785383	+	TraesNOR1A03G00014750	17446
chr1A	26856166	26858069	+	TraesNOR1A03G00014790	18039
chr1A	29723882	29726402	+	TraesNOR1A03G00015640	6763
chr1A	29731598	29732735	-	TraesNOR1A03G00015650	428
chr1A	29777523	29783264	-	TraesNOR1A03G00015680	14069
chr1A	30225782	30228933	-	TraesNOR1A03G00015980	4157
chr1A	30251883	30252826	+	TraesNOR1A03G00016020	1577
chr1A	30610845	30615609	+	TraesNOR1A03G00016060	13177
chr1A	30737865	30739349	+	TraesNOR1A03G00016090	15346
chr1A	30747659	30750513	+	TraesNOR1A03G00016140	17628
chr1A	31073225	31096145	+	TraesNOR1A03G00016380	8911
chr1A	31777740	31789386	-	TraesNOR1A03G00016710	6123
chr1A	32234338	32236674	-	TraesNOR1A03G00016990	13526
chr1A	32717860	32721890	+	TraesNOR1A03G00017090	5371
chr1A	32717860	32721890	+	TraesNOR1A03G00017090	5371
chr1A	33052718	33057160	+	TraesNOR1A03G00017250	15787
chr1A	33171586	33172808	+	TraesNOR1A03G00017300	2545
chr1A	33227413	33229480	+	TraesNOR1A03G00017330	16418
chr1A	33869393	33873774	+	TraesNOR1A03G00017620	8483
chr1A	33875726	33880510	+	TraesNOR1A03G00017640	317
chr1A	34350690	34354187	+	TraesNOR1A03G00017920	156
chr1A	34353653	34355186	-	TraesNOR1A03G00017930	4650
chr1A	34378025	34378957	-	TraesNOR1A03G00017950	3821
chr1A	35373075	35376916	-	TraesNOR1A03G00018220	14753
chr1A	36513553	36514769	-	TraesNOR1A03G00018920	4709
chr1A	36897276	36903069	+	TraesNOR1A03G00019060	5175
chr1A	36903380	36910115	-	TraesNOR1A03G00019070	11104
chr1A	37228691	37232511	-	TraesNOR1A03G00019180	10690
chr1A	37232674	37239655	+	TraesNOR1A03G00019190	7063
chr1A	37239877	37242297	-	TraesNOR1A03G00019210	5185
chr1A	37507045	37508424	+	TraesNOR1A03G00019280	2500
chr1A	37513676	37521638	+	TraesNOR1A03G00019290	5694
chr1A	37714648	37716975	-	TraesNOR1A03G00019420	6835
chr1A	37718970	37719572	-	TraesNOR1A03G00019430	10525
chr1A	37730835	37734049	+	TraesNOR1A03G00019470	12374
chr1A	37793192	37794040	+	TraesNOR1A03G00019560	4351
chr1A	38426046	38429565	+	TraesNOR1A03G00019650	10332
chr1A	39676564	39681451	-	TraesNOR1A03G00020030	16463
chr1A	40299377	40305119	+	TraesNOR1A03G00020140	4147
chr1A	40305170	40306985	-	TraesNOR1A03G00020150	12116
chr1A	40507753	40509395	-	TraesNOR1A03G00020190	14523
chr1A	40521324	40523997	-	TraesNOR1A03G00020210	5741
chr1A	40720403	40722268	-	TraesNOR1A03G00020370	9656
chr1A	42707965	42712712	+	TraesNOR1A03G00020830	5559
chr1A	42707965	42712712	+	TraesNOR1A03G00020830	5559
chr1A	42796867	42797812	+	TraesNOR1A03G00020910	6385
chr1A	43753010	43753885	-	TraesNOR1A03G00021320	10506
chr1A	44030256	44034492	+	TraesNOR1A03G00021410	15317
chr1A	44122396	44140792	+	TraesNOR1A03G00021510	10178
chr1A	46713826	46719343	+	TraesNOR1A03G00022200	11498
chr1A	47033706	47037552	+	TraesNOR1A03G00022350	13797
chr1A	48791679	48801498	+	TraesNOR1A03G00022900	13083
chr1A	49011938	49018832	+	TraesNOR1A03G00022960	526
chr1A	49018245	49018715	-	TraesNOR1A03G00022970	10933
chr1A	49036152	49040236	-	TraesNOR1A03G00023040	13277
chr1A	49787026	49802602	+	TraesNOR1A03G00023220	13282
chr1A	49803582	49805373	-	TraesNOR1A03G00023230	806
chr1A	49916401	49917119	-	TraesNOR1A03G00023250	815
chr1A	49934865	49940094	-	TraesNOR1A03G00023270	6057
chr1A	49993206	49995709	+	TraesNOR1A03G00023300	3765
chr1A	50189219	50192811	+	TraesNOR1A03G00023360	8479
chr1A	50459477	50462265	-	TraesNOR1A03G00023610	9382
chr1A	50478410	50498342	+	TraesNOR1A03G00023650	7908
chr1A	50502096	50506715	+	TraesNOR1A03G00023660	18214
chr1A	50570035	50572428	+	TraesNOR1A03G00023750	15321
chr1A	50570035	50572428	+	TraesNOR1A03G00023750	15321
chr1A	50574013	50575832	-	TraesNOR1A03G00023760	7815
chr1A	50692566	50694445	-	TraesNOR1A03G00023780	1281
chr1A	50722777	50724165	-	TraesNOR1A03G00023820	16061
chr1A	51163011	51163895	-	TraesNOR1A03G00023930	2008
chr1A	53632895	53638546	+	TraesNOR1A03G00024780	6200
chr1A	53698759	53699785	-	TraesNOR1A03G00024820	840
chr1A	54198519	54203123	+	TraesNOR1A03G00024980	13066
chr1A	54208031	54213550	-	TraesNOR1A03G00024990	14768
chr1A	54613586	54615941	+	TraesNOR1A03G00025070	13940
chr1A	54631485	54634885	-	TraesNOR1A03G00025090	3651
chr1A	54806195	54809403	+	TraesNOR1A03G00025190	7781
chr1A	55124536	55126304	+	TraesNOR1A03G00025370	9968
chr1A	55214546	55219756	-	TraesNOR1A03G00025420	6241
chr1A	55275864	55279330	-	TraesNOR1A03G00025440	10231
chr1A	55450762	55457114	+	TraesNOR1A03G00025500	6627
chr1A	57685220	57686163	+	TraesNOR1A03G00025790	837
chr1A	57688093	57695374	-	TraesNOR1A03G00025800	8446
chr1A	58257982	58259812	+	TraesNOR1A03G00025980	3529
chr1A	58271150	58273871	+	TraesNOR1A03G00026000	13727
chr1A	58276112	58279175	-	TraesNOR1A03G00026020	17070
chr1A	58368601	58374044	-	TraesNOR1A03G00026040	5521
chr1A	58691234	58692947	+	TraesNOR1A03G00026160	10969
chr1A	58738761	58740029	-	TraesNOR1A03G00026200	7836
chr1A	58816177	58817425	-	TraesNOR1A03G00026240	17696
chr1A	58821566	58827894	+	TraesNOR1A03G00026260	752
chr1A	59178429	59182036	+	TraesNOR1A03G00026460	8341
chr1A	59223726	59226008	+	TraesNOR1A03G00026500	1232
chr1A	59226330	59233385	-	TraesNOR1A03G00026510	8178
chr1A	59254070	59258627	-	TraesNOR1A03G00026570	5545
chr1A	59751035	59766288	+	TraesNOR1A03G00026870	14856
chr1A	59751035	59766288	+	TraesNOR1A03G00026870	14856
chr1A	59751035	59766288	+	TraesNOR1A03G00026870	14856
chr1A	59797724	59803066	-	TraesNOR1A03G00026920	9594
chr1A	59908346	59908930	+	TraesNOR1A03G00026970	5659
chr1A	59993116	59994705	+	TraesNOR1A03G00027020	17904
chr1A	60655212	60658120	+	TraesNOR1A03G00027340	4143
chr1A	60897674	60901350	-	TraesNOR1A03G00027400	15418
chr1A	61564556	61568084	+	TraesNOR1A03G00027820	1410
chr1A	61767763	61772060	+	TraesNOR1A03G00027940	14072
chr1A	61995590	61997219	-	TraesNOR1A03G00028050	4825
chr1A	62052660	62054146	+	TraesNOR1A03G00028060	18066
chr1A	62413922	62425687	-	TraesNOR1A03G00028400	5771
chr1A	62614881	62616384	+	TraesNOR1A03G00028430	16672
chr1A	63050856	63053755	-	TraesNOR1A03G00028500	18056
chr1A	63291150	63292423	-	TraesNOR1A03G00028550	18075
chr1A	63612408	63616111	+	TraesNOR1A03G00028620	3790
chr1A	63646099	63650272	+	TraesNOR1A03G00028650	17057
chr1A	63650465	63655178	-	TraesNOR1A03G00028660	4235
chr1A	64039718	64040871	-	TraesNOR1A03G00028750	18202
chr1A	64081156	64082345	+	TraesNOR1A03G00028770	6868
chr1A	64085154	64089513	-	TraesNOR1A03G00028780	6875
chr1A	64120576	64122175	-	TraesNOR1A03G00028820	18183
chr1A	64360241	64364322	-	TraesNOR1A03G00028910	17411
chr1A	65406428	65416340	+	TraesNOR1A03G00029110	8123
chr1A	65594163	65600952	+	TraesNOR1A03G00029220	16502
chr1A	65692972	65694763	+	TraesNOR1A03G00029260	1594
chr1A	65713620	65716169	-	TraesNOR1A03G00029280	2418
chr1A	66234578	66238878	+	TraesNOR1A03G00029570	14501
chr1A	66360815	66362495	-	TraesNOR1A03G00029630	11673
chr1A	66583943	66584585	-	TraesNOR1A03G00029670	6464
chr1A	66756888	66761927	-	TraesNOR1A03G00029730	3774
chr1A	66764731	66766505	-	TraesNOR1A03G00029740	3740
chr1A	67126295	67128999	+	TraesNOR1A03G00029940	1414
chr1A	68414900	68416993	+	TraesNOR1A03G00030130	1205
chr1A	69307292	69308685	-	TraesNOR1A03G00030350	5356
chr1A	70098486	70100694	-	TraesNOR1A03G00030580	10687
chr1A	70101051	70105816	-	TraesNOR1A03G00030590	4102
chr1A	70287903	70292643	-	TraesNOR1A03G00030600	4360
chr1A	71558120	71570284	+	TraesNOR1A03G00030770	11044
chr1A	71558120	71570284	+	TraesNOR1A03G00030770	11044
chr1A	71558120	71570284	+	TraesNOR1A03G00030770	11044
chr1A	71771528	71772405	-	TraesNOR1A03G00030820	1483
chr1A	71923901	71924600	-	TraesNOR1A03G00030860	1644
chr1A	71951328	71959840	-	TraesNOR1A03G00030890	14415
chr1A	72418273	72421595	-	TraesNOR1A03G00031060	4649
chr1A	72549153	72554056	+	TraesNOR1A03G00031070	12934
chr1A	72637707	72639202	+	TraesNOR1A03G00031140	3610
chr1A	73643530	73646943	-	TraesNOR1A03G00031410	16755
chr1A	73648003	73652306	-	TraesNOR1A03G00031420	2677
chr1A	73951857	73954560	-	TraesNOR1A03G00031440	16269
chr1A	74152334	74157870	+	TraesNOR1A03G00031540	16182
chr1A	74159503	74163877	+	TraesNOR1A03G00031550	2188
chr1A	74170166	74179547	-	TraesNOR1A03G00031570	13082
chr1A	74179864	74187254	+	TraesNOR1A03G00031580	6762
chr1A	74188101	74189255	-	TraesNOR1A03G00031590	5936
chr1A	74208330	74212988	-	TraesNOR1A03G00031640	12868
chr1A	75279721	75292504	-	TraesNOR1A03G00031880	9840
chr1A	76556320	76579815	-	TraesNOR1A03G00032250	6681
chr1A	77339446	77345651	-	TraesNOR1A03G00032460	6134
chr1A	77572292	77573897	+	TraesNOR1A03G00032540	15195
chr1A	77910336	77913612	+	TraesNOR1A03G00032620	11306
chr1A	77944167	77948440	+	TraesNOR1A03G00032650	3355
chr1A	79153327	79161491	+	TraesNOR1A03G00032950	3527
chr1A	79784626	79785830	-	TraesNOR1A03G00033100	8472
chr1A	79987797	79990376	+	TraesNOR1A03G00033170	14591
chr1A	80506662	80513883	-	TraesNOR1A03G00033230	11941
chr1A	81096424	81108727	+	TraesNOR1A03G00033360	3772
chr1A	81480516	81484030	-	TraesNOR1A03G00033490	7583
chr1A	83318951	83329399	+	TraesNOR1A03G00033850	9789
chr1A	83332294	83337003	-	TraesNOR1A03G00033860	9440
chr1A	83746581	83751460	-	TraesNOR1A03G00033990	14123
chr1A	84612149	84625205	-	TraesNOR1A03G00034070	4460
chr1A	84791021	84803056	+	TraesNOR1A03G00034100	10114
chr1A	84810868	84812841	+	TraesNOR1A03G00034110	3653
chr1A	85512446	85514494	+	TraesNOR1A03G00034320	18343
chr1A	85578503	85579674	-	TraesNOR1A03G00034340	16566
chr1A	85812062	85814572	+	TraesNOR1A03G00034430	12466
chr1A	86120086	86121238	+	TraesNOR1A03G00034540	12362
chr1A	86602417	86603376	+	TraesNOR1A03G00034650	1527
chr1A	87020122	87025085	+	TraesNOR1A03G00034850	312
chr1A	87426932	87432114	-	TraesNOR1A03G00035000	3038
chr1A	87979431	87982282	+	TraesNOR1A03G00035080	8028
chr1A	87979431	87982282	+	TraesNOR1A03G00035080	8028
chr1A	87991136	87992560	-	TraesNOR1A03G00035090	211
chr1A	89168146	89174056	+	TraesNOR1A03G00035240	8147
chr1A	90207520	90214664	+	TraesNOR1A03G00035390	14234
chr1A	90207520	90214664	+	TraesNOR1A03G00035390	14234
chr1A	90960596	90962479	+	TraesNOR1A03G00035540	1160
chr1A	91551500	91560671	-	TraesNOR1A03G00035650	10568
chr1A	91834445	91842036	+	TraesNOR1A03G00035750	5555
chr1A	91845568	91852405	+	TraesNOR1A03G00035760	3959
chr1A	91950701	91955076	+	TraesNOR1A03G00035810	14584
chr1A	91966630	91968540	+	TraesNOR1A03G00035840	13742
chr1A	92203678	92206917	-	TraesNOR1A03G00035880	9255
chr1A	92209166	92210200	+	TraesNOR1A03G00035890	15812
chr1A	92290869	92294427	+	TraesNOR1A03G00035920	9706
chr1A	92294669	92297134	-	TraesNOR1A03G00035930	4591
chr1A	92381985	92387715	-	TraesNOR1A03G00035990	13391
chr1A	92461182	92462439	+	TraesNOR1A03G00036040	306
chr1A	93345338	93350287	-	TraesNOR1A03G00036190	13462
chr1A	94136557	94137476	+	TraesNOR1A03G00036300	8207
chr1A	94161510	94166425	-	TraesNOR1A03G00036310	13027
chr1A	94166575	94170211	+	TraesNOR1A03G00036320	5732
chr1A	94170464	94172359	-	TraesNOR1A03G00036330	16779
chr1A	94862122	94867353	+	TraesNOR1A03G00036440	1856
chr1A	94870727	94874951	+	TraesNOR1A03G00036450	5428
chr1A	94870727	94874951	+	TraesNOR1A03G00036450	5428
chr1A	95810231	95815386	+	TraesNOR1A03G00037010	3503
chr1A	95932232	95934621	+	TraesNOR1A03G00037090	9022
chr1A	96582181	96587567	+	TraesNOR1A03G00037260	5949
chr1A	97135597	97139344	-	TraesNOR1A03G00037460	3531
chr1A	97214706	97217315	+	TraesNOR1A03G00037520	8776
chr1A	97226377	97228394	+	TraesNOR1A03G00037540	14853
chr1A	97230072	97232406	+	TraesNOR1A03G00037550	8777
chr1A	97252208	97254600	-	TraesNOR1A03G00037610	4230
chr1A	97257423	97266185	-	TraesNOR1A03G00037620	12502
chr1A	98558136	98559826	+	TraesNOR1A03G00037940	18167
chr1A	98990937	99000227	-	TraesNOR1A03G00038160	11380
chr1A	99005309	99010935	-	TraesNOR1A03G00038170	13022
chr1A	99765324	99773677	+	TraesNOR1A03G00038450	10676
chr1A	99778205	99782301	+	TraesNOR1A03G00038460	12349
chr1A	99834689	99835641	+	TraesNOR1A03G00038490	16664
chr1A	99901983	99903308	+	TraesNOR1A03G00038500	16660
chr1A	99911813	99913088	+	TraesNOR1A03G00038520	16663
chr1A	100055400	100056850	-	TraesNOR1A03G00038600	15647
chr1A	100394119	100395980	+	TraesNOR1A03G00038830	18073
chr1A	100431103	100432912	+	TraesNOR1A03G00038840	18068
chr1A	100491782	100495525	-	TraesNOR1A03G00038870	18072
chr1A	100660853	100662375	-	TraesNOR1A03G00038920	5968
chr1A	100663513	100668404	-	TraesNOR1A03G00038930	2665
chr1A	100802586	100803675	-	TraesNOR1A03G00039060	405
chr1A	101721875	101725218	+	TraesNOR1A03G00039280	6140
chr1A	101778431	101782979	-	TraesNOR1A03G00039330	6128
chr1A	102542199	102547635	+	TraesNOR1A03G00039520	1555
chr1A	102735753	102741366	+	TraesNOR1A03G00039550	14752
chr1A	102742890	102746952	+	TraesNOR1A03G00039560	14751
chr1A	103674987	103689151	-	TraesNOR1A03G00039700	8315
chr1A	103991808	103996607	-	TraesNOR1A03G00039730	8654
chr1A	104576351	104588275	+	TraesNOR1A03G00039790	10772
chr1A	104590348	104591204	-	TraesNOR1A03G00039800	3632
chr1A	104593960	104598559	+	TraesNOR1A03G00039810	3759
chr1A	104738017	104740087	+	TraesNOR1A03G00039860	12584
chr1A	104797431	104798157	-	TraesNOR1A03G00039910	6052
chr1A	104939655	104947055	-	TraesNOR1A03G00039970	7957
chr1A	105275029	105285025	-	TraesNOR1A03G00040030	10058
chr1A	105286006	105291511	+	TraesNOR1A03G00040040	12826
chr1A	105292170	105304633	-	TraesNOR1A03G00040050	10913
chr1A	106240070	106241085	-	TraesNOR1A03G00040190	1145
chr1A	106569436	106570556	-	TraesNOR1A03G00040250	14424
chr1A	106571528	106583088	-	TraesNOR1A03G00040260	9218
chr1A	107445266	107447734	+	TraesNOR1A03G00040410	6229
chr1A	107452374	107458343	+	TraesNOR1A03G00040420	4565
chr1A	107458713	107461945	-	TraesNOR1A03G00040430	17158
chr1A	108404032	108408115	+	TraesNOR1A03G00040730	2396
chr1A	108410191	108417040	-	TraesNOR1A03G00040740	9032
chr1A	109010895	109015422	+	TraesNOR1A03G00040980	9907
chr1A	109016638	109021366	-	TraesNOR1A03G00040990	3818
chr1A	109083471	109089462	-	TraesNOR1A03G00041020	2956
chr1A	109091956	109096901	+	TraesNOR1A03G00041030	7684
chr1A	109096865	109098236	-	TraesNOR1A03G00041040	12470
chr1A	109120456	109122508	+	TraesNOR1A03G00041080	14254
chr1A	109244168	109246292	+	TraesNOR1A03G00041140	12889
chr1A	110286717	110290952	-	TraesNOR1A03G00041360	8007
chr1A	110392204	110393539	+	TraesNOR1A03G00041380	10816
chr1A	110478399	110478905	-	TraesNOR1A03G00041430	8927
chr1A	111437599	111449341	+	TraesNOR1A03G00041560	10108
chr1A	111465471	111468428	-	TraesNOR1A03G00041580	16231
chr1A	113224677	113225483	+	TraesNOR1A03G00042070	11920
chr1A	113231963	113238933	+	TraesNOR1A03G00042090	8413
chr1A	113239444	113241278	-	TraesNOR1A03G00042100	18005
chr1A	113548217	113549282	-	TraesNOR1A03G00042160	7761
chr1A	113833080	113836363	-	TraesNOR1A03G00042240	3808
chr1A	114142051	114149155	+	TraesNOR1A03G00042310	4648
chr1A	114148125	114152549	-	TraesNOR1A03G00042320	13621
chr1A	114168445	114172370	-	TraesNOR1A03G00042390	9894
chr1A	114168445	114172370	-	TraesNOR1A03G00042390	9894
chr1A	114842720	114847130	+	TraesNOR1A03G00042490	11187
chr1A	116228169	116228880	+	TraesNOR1A03G00042820	10930
chr1A	116263576	116266982	+	TraesNOR1A03G00042860	12980
chr1A	116976503	116980011	+	TraesNOR1A03G00042970	12659
chr1A	117471990	117475907	-	TraesNOR1A03G00043120	2401
chr1A	118163462	118165854	-	TraesNOR1A03G00043300	15840
chr1A	118181598	118187149	-	TraesNOR1A03G00043330	10417
chr1A	118253641	118255905	-	TraesNOR1A03G00043350	155
chr1A	119114099	119117357	+	TraesNOR1A03G00043750	5467
chr1A	119143145	119143695	-	TraesNOR1A03G00043760	3631
chr1A	119307375	119318758	-	TraesNOR1A03G00043810	16069
chr1A	119412491	119415923	-	TraesNOR1A03G00043840	1732
chr1A	119755062	119758584	+	TraesNOR1A03G00043880	8748
chr1A	119963500	119967999	+	TraesNOR1A03G00043980	13206
chr1A	119998903	119999957	+	TraesNOR1A03G00044040	5557
chr1A	120260280	120269050	+	TraesNOR1A03G00044180	12404
chr1A	121814678	121815858	+	TraesNOR1A03G00044440	12972
chr1A	123788895	123792605	-	TraesNOR1A03G00044720	4952
chr1A	124246860	124247874	+	TraesNOR1A03G00044820	10076
chr1A	124416266	124417145	-	TraesNOR1A03G00044860	11618
chr1A	124425040	124425836	-	TraesNOR1A03G00044880	11619
chr1A	124425400	124425758	+	TraesNOR1A03G00044890	33
chr1A	124425400	124425758	+	TraesNOR1A03G00044890	33
chr1A	125016493	125017273	-	TraesNOR1A03G00045020	11617
chr1A	125115306	125121399	-	TraesNOR1A03G00045060	13467
chr1A	125122056	125127436	-	TraesNOR1A03G00045070	5413
chr1A	125369431	125370615	-	TraesNOR1A03G00045130	15674
chr1A	125373116	125374662	+	TraesNOR1A03G00045140	13139
chr1A	126727611	126731731	+	TraesNOR1A03G00045350	9011
chr1A	127068639	127071018	-	TraesNOR1A03G00045430	15471
chr1A	127562330	127566169	+	TraesNOR1A03G00045580	10136
chr1A	127965946	127970317	+	TraesNOR1A03G00045720	12148
chr1A	128043186	128049064	+	TraesNOR1A03G00045760	13234
chr1A	130379600	130381462	+	TraesNOR1A03G00046210	14564
chr1A	130574880	130576157	+	TraesNOR1A03G00046230	1902
chr1A	131131427	131135048	-	TraesNOR1A03G00046320	8140
chr1A	131736951	131738871	-	TraesNOR1A03G00046450	15604
chr1A	132177748	132185312	-	TraesNOR1A03G00046530	8143
chr1A	132345331	132347830	-	TraesNOR1A03G00046560	1034
chr1A	132475929	132486340	+	TraesNOR1A03G00046620	15193
chr1A	132995682	133002762	+	TraesNOR1A03G00046700	10627
chr1A	133007296	133008984	+	TraesNOR1A03G00046710	8846
chr1A	133009331	133012349	-	TraesNOR1A03G00046720	11686
chr1A	133335469	133336288	+	TraesNOR1A03G00046810	3955
chr1A	133372598	133375356	-	TraesNOR1A03G00046930	4470
chr1A	134200575	134204203	+	TraesNOR1A03G00047200	1298
chr1A	135132085	135137909	+	TraesNOR1A03G00047340	9099
chr1A	135699210	135714039	-	TraesNOR1A03G00047480	14318
chr1A	136156431	136159487	-	TraesNOR1A03G00047610	5282
chr1A	136156431	136159487	-	TraesNOR1A03G00047610	5282
chr1A	137118353	137154849	+	TraesNOR1A03G00047730	12603
chr1A	141118256	141121539	+	TraesNOR1A03G00048620	9178
chr1A	141586463	141591353	-	TraesNOR1A03G00048690	5233
chr1A	143027176	143028675	-	TraesNOR1A03G00048800	2628
chr1A	143950226	143959118	+	TraesNOR1A03G00049020	6644
chr1A	144686486	144686914	+	TraesNOR1A03G00049140	4161
chr1A	146121100	146121987	+	TraesNOR1A03G00049370	8029
chr1A	146754206	146755731	-	TraesNOR1A03G00049450	13102
chr1A	147069020	147074326	-	TraesNOR1A03G00049530	13189
chr1A	147080286	147081435	-	TraesNOR1A03G00049550	12804
chr1A	147785240	147793396	+	TraesNOR1A03G00049690	17042
chr1A	148842716	148844218	+	TraesNOR1A03G00049900	1141
chr1A	149050758	149056413	+	TraesNOR1A03G00049960	10299
chr1A	149444383	149448105	-	TraesNOR1A03G00050050	2364
chr1A	149601257	149605971	-	TraesNOR1A03G00050080	16229
chr1A	150093630	150094838	+	TraesNOR1A03G00050180	10256
chr1A	150531954	150539344	-	TraesNOR1A03G00050280	10223
chr1A	150939555	150940444	+	TraesNOR1A03G00050330	12512
chr1A	150969623	150974141	+	TraesNOR1A03G00050360	6677
chr1A	150978287	150980997	-	TraesNOR1A03G00050370	7227
chr1A	151426346	151427488	+	TraesNOR1A03G00050460	1491
chr1A	151843854	151851565	+	TraesNOR1A03G00050510	4529
chr1A	151945364	151949535	-	TraesNOR1A03G00050550	9339
chr1A	153369913	153372245	+	TraesNOR1A03G00050760	15489
chr1A	153611323	153617376	+	TraesNOR1A03G00050810	15480
chr1A	154593850	154596739	+	TraesNOR1A03G00051050	2870
chr1A	154709708	154721003	+	TraesNOR1A03G00051070	15618
chr1A	155852163	155870139	-	TraesNOR1A03G00051370	9130
chr1A	157329712	157334174	-	TraesNOR1A03G00051530	9851
chr1A	157844391	157850118	-	TraesNOR1A03G00051690	8311
chr1A	159521120	159532582	+	TraesNOR1A03G00051920	7980
chr1A	163403082	163405018	-	TraesNOR1A03G00052390	10738
chr1A	163413841	163418355	-	TraesNOR1A03G00052430	3878
chr1A	166337008	166343566	+	TraesNOR1A03G00052870	10505
chr1A	168547151	168582867	-	TraesNOR1A03G00053290	5714
chr1A	169616362	169626773	+	TraesNOR1A03G00053450	9608
chr1A	186842699	186850465	-	TraesNOR1A03G00056140	4317
chr1A	189797038	189804087	+	TraesNOR1A03G00056620	5572
chr1A	211459586	211461020	+	TraesNOR1A03G00060940	3230
chr1A	224453883	224466391	+	TraesNOR1A03G00065260	13307
chr1A	224466746	224467965	+	TraesNOR1A03G00065270	1166
chr1A	234760561	234769396	+	TraesNOR1A03G00067310	4928
chr1A	234780730	234799031	-	TraesNOR1A03G00067320	6242
chr1A	235295086	235307618	+	TraesNOR1A03G00067510	12504
chr1A	235295086	235307618	+	TraesNOR1A03G00067510	12504
chr1A	237448614	237451787	+	TraesNOR1A03G00067860	15455
