Chr	Start	End	Strand	Gene	TriadGrp
chr1A	54847227	54848665	-	TraesSYM1A03G00024520	16061
chr1A	55301810	55302635	-	TraesSYM1A03G00024630	2008
chr1A	57720279	57725832	+	TraesSYM1A03G00025550	6200
chr1A	57845837	57846525	-	TraesSYM1A03G00025600	840
chr1A	58339553	58344281	+	TraesSYM1A03G00025750	13066
chr1A	58349206	58354607	-	TraesSYM1A03G00025760	14768
chr1A	58722776	58725055	+	TraesSYM1A03G00025850	13940
chr1A	58739437	58742105	-	TraesSYM1A03G00025870	3651
chr1A	58904645	58907806	+	TraesSYM1A03G00025990	7781
chr1A	59115139	59123998	-	TraesSYM1A03G00026100	8725
chr1A	59211750	59214041	+	TraesSYM1A03G00026140	9968
chr1A	59232823	59238135	-	TraesSYM1A03G00026190	6241
chr1A	59284377	59288779	-	TraesSYM1A03G00026200	10231
chr1A	59559301	59565506	+	TraesSYM1A03G00026270	6627
chr1A	61811085	61812359	+	TraesSYM1A03G00026680	837
chr1A	61814148	61821541	-	TraesSYM1A03G00026700	8446
chr1A	62379474	62381296	+	TraesSYM1A03G00026890	3529
chr1A	62391817	62394543	+	TraesSYM1A03G00026900	13727
chr1A	62396736	62399939	-	TraesSYM1A03G00026920	17070
chr1A	62488715	62494033	-	TraesSYM1A03G00026940	5521
chr1A	62813638	62815494	+	TraesSYM1A03G00027060	10969
chr1A	62861111	62862275	-	TraesSYM1A03G00027100	7836
chr1A	62938627	62939885	-	TraesSYM1A03G00027140	17696
chr1A	62944085	62950260	+	TraesSYM1A03G00027160	752
chr1A	63301004	63304631	+	TraesSYM1A03G00027360	8341
chr1A	63346296	63349408	+	TraesSYM1A03G00027390	1232
chr1A	63348709	63355880	-	TraesSYM1A03G00027400	8178
chr1A	63377782	63382394	-	TraesSYM1A03G00027450	5545
chr1A	63874174	63889435	+	TraesSYM1A03G00027750	14856
chr1A	63920859	63926195	-	TraesSYM1A03G00027810	9594
chr1A	64031717	64032402	+	TraesSYM1A03G00027860	5659
chr1A	64116629	64118235	+	TraesSYM1A03G00027920	17904
chr1A	64778885	64781797	+	TraesSYM1A03G00028240	4143
chr1A	65020657	65024342	-	TraesSYM1A03G00028310	15418
chr1A	65689838	65693377	+	TraesSYM1A03G00028670	1410
chr1A	65886892	65891193	+	TraesSYM1A03G00028740	14072
chr1A	66106272	66107948	-	TraesSYM1A03G00028850	4825
chr1A	66157844	66159318	+	TraesSYM1A03G00028870	18066
chr1A	66528621	66540363	-	TraesSYM1A03G00029210	5771
chr1A	66723628	66725090	+	TraesSYM1A03G00029240	16672
chr1A	67153561	67154712	+	TraesSYM1A03G00029310	2982
chr1A	67160147	67163437	-	TraesSYM1A03G00029320	18056
chr1A	67388236	67389645	-	TraesSYM1A03G00029390	18075
chr1A	67709214	67712912	+	TraesSYM1A03G00029460	3790
chr1A	67743058	67747304	+	TraesSYM1A03G00029490	17057
chr1A	67747390	67751556	-	TraesSYM1A03G00029500	4235
chr1A	68133527	68134670	-	TraesSYM1A03G00029600	18202
chr1A	68174780	68176446	+	TraesSYM1A03G00029630	6868
chr1A	68178935	68183227	-	TraesSYM1A03G00029640	6875
chr1A	68214390	68215985	-	TraesSYM1A03G00029680	18183
chr1A	68214390	68215985	-	TraesSYM1A03G00029680	18183
chr1A	68454724	68458912	-	TraesSYM1A03G00029770	17411
chr1A	69516037	69525945	+	TraesSYM1A03G00029990	8123
chr1A	69705362	69712269	+	TraesSYM1A03G00030090	16502
chr1A	69803810	69805359	+	TraesSYM1A03G00030140	1594
chr1A	69824526	69827045	-	TraesSYM1A03G00030160	2418
chr1A	70354386	70358745	+	TraesSYM1A03G00030450	14501
chr1A	70482053	70483605	-	TraesSYM1A03G00030510	11673
chr1A	70704821	70705595	-	TraesSYM1A03G00030550	6464
chr1A	70877607	70882535	-	TraesSYM1A03G00030620	3774
chr1A	70877607	70882535	-	TraesSYM1A03G00030620	3774
chr1A	70885050	70887025	-	TraesSYM1A03G00030630	3740
chr1A	71255049	71258006	+	TraesSYM1A03G00030830	1414
chr1A	71976899	71979347	+	TraesSYM1A03G00030960	17912
chr1A	71976899	71979347	+	TraesSYM1A03G00030960	17912
chr1A	72549323	72551524	+	TraesSYM1A03G00031060	1205
chr1A	72770433	72780186	-	TraesSYM1A03G00031110	12845
chr1A	73442214	73443974	-	TraesSYM1A03G00031260	5356
chr1A	74236337	74237855	-	TraesSYM1A03G00031500	10687
chr1A	74238318	74242892	-	TraesSYM1A03G00031510	4102
chr1A	74438078	74442640	-	TraesSYM1A03G00031530	4360
chr1A	75945287	75945925	-	TraesSYM1A03G00031780	1483
chr1A	76097211	76098076	-	TraesSYM1A03G00031820	1644
chr1A	76124345	76132960	-	TraesSYM1A03G00031870	14415
chr1A	76594070	76597405	-	TraesSYM1A03G00032040	4649
chr1A	76724998	76729818	+	TraesSYM1A03G00032050	12934
chr1A	76819608	76820883	+	TraesSYM1A03G00032130	3610
chr1A	77800878	77804001	-	TraesSYM1A03G00032430	16755
chr1A	77805096	77809225	-	TraesSYM1A03G00032440	2677
chr1A	78107568	78110223	-	TraesSYM1A03G00032460	16269
chr1A	78308273	78313794	+	TraesSYM1A03G00032540	16182
chr1A	78315427	78319850	+	TraesSYM1A03G00032550	2188
chr1A	78326136	78335492	-	TraesSYM1A03G00032570	13082
chr1A	78335762	78343244	+	TraesSYM1A03G00032580	6762
chr1A	78344040	78345255	-	TraesSYM1A03G00032590	5936
chr1A	78364284	78368929	-	TraesSYM1A03G00032640	12868
chr1A	79440051	79453134	-	TraesSYM1A03G00032920	9840
chr1A	80717329	80740913	-	TraesSYM1A03G00033280	6681
chr1A	81492447	81498527	-	TraesSYM1A03G00033480	6134
chr1A	81723856	81725406	+	TraesSYM1A03G00033570	15195
chr1A	82098675	82102994	+	TraesSYM1A03G00033690	3355
chr1A	83309806	83318049	+	TraesSYM1A03G00033990	3527
chr1A	83941644	83942873	-	TraesSYM1A03G00034140	8472
chr1A	84142958	84145666	+	TraesSYM1A03G00034220	14591
chr1A	84663008	84670563	-	TraesSYM1A03G00034270	11941
chr1A	85255068	85267171	+	TraesSYM1A03G00034390	3772
chr1A	85630705	85634544	-	TraesSYM1A03G00034510	7583
chr1A	87454687	87465256	+	TraesSYM1A03G00034870	9789
chr1A	87468048	87472723	-	TraesSYM1A03G00034880	9440
chr1A	87882163	87887524	-	TraesSYM1A03G00035010	14123
chr1A	88751735	88764787	-	TraesSYM1A03G00035100	4460
chr1A	88930885	88942950	+	TraesSYM1A03G00035130	10114
chr1A	88950765	88952712	+	TraesSYM1A03G00035140	3653
chr1A	89657926	89659975	+	TraesSYM1A03G00035350	18343
chr1A	89724279	89725405	-	TraesSYM1A03G00035370	16566
chr1A	89957637	89960287	+	TraesSYM1A03G00035450	12466
chr1A	90266306	90267483	+	TraesSYM1A03G00035560	12362
chr1A	90748286	90749206	+	TraesSYM1A03G00035660	1527
chr1A	91159592	91164426	+	TraesSYM1A03G00035860	312
chr1A	91566494	91571654	-	TraesSYM1A03G00036020	3038
chr1A	92115307	92117868	+	TraesSYM1A03G00036100	8028
chr1A	93243500	93249971	+	TraesSYM1A03G00036260	8147
chr1A	94293257	94300328	+	TraesSYM1A03G00036430	14234
chr1A	94293257	94300328	+	TraesSYM1A03G00036430	14234
chr1A	95046086	95047881	+	TraesSYM1A03G00036580	1160
chr1A	95643994	95652779	-	TraesSYM1A03G00036690	10568
chr1A	95936582	95943448	+	TraesSYM1A03G00036800	3959
chr1A	96043111	96047440	+	TraesSYM1A03G00036850	14584
chr1A	96059151	96061024	+	TraesSYM1A03G00036880	13742
chr1A	96293839	96296945	-	TraesSYM1A03G00036920	9255
chr1A	96299256	96300300	+	TraesSYM1A03G00036930	15812
chr1A	96380974	96384491	+	TraesSYM1A03G00036960	9706
chr1A	96384878	96387237	-	TraesSYM1A03G00036970	4591
chr1A	96470746	96477018	-	TraesSYM1A03G00037030	13391
chr1A	96483096	96485350	+	TraesSYM1A03G00037060	15379
chr1A	96550825	96551566	+	TraesSYM1A03G00037080	306
chr1A	97427989	97433023	-	TraesSYM1A03G00037230	13462
chr1A	98218931	98219862	+	TraesSYM1A03G00037330	8207
chr1A	98245351	98249818	-	TraesSYM1A03G00037350	13027
chr1A	98248889	98252467	+	TraesSYM1A03G00037360	5732
chr1A	98252683	98254743	-	TraesSYM1A03G00037370	16779
chr1A	98948739	98953896	+	TraesSYM1A03G00037480	1856
chr1A	98957268	98961544	+	TraesSYM1A03G00037490	5428
chr1A	98957268	98961544	+	TraesSYM1A03G00037490	5428
chr1A	99908128	99913217	+	TraesSYM1A03G00038080	3503
chr1A	100028876	100031215	+	TraesSYM1A03G00038130	9022
chr1A	100663819	100669270	+	TraesSYM1A03G00038310	5949
chr1A	101212600	101216196	-	TraesSYM1A03G00038500	3531
chr1A	101217871	101219687	-	TraesSYM1A03G00038510	1698
chr1A	101292909	101295306	+	TraesSYM1A03G00038550	8776
chr1A	101304342	101306432	+	TraesSYM1A03G00038580	14853
chr1A	101308164	101310184	+	TraesSYM1A03G00038590	8777
chr1A	101330163	101332591	-	TraesSYM1A03G00038640	4230
chr1A	101335420	101344110	-	TraesSYM1A03G00038650	12502
chr1A	102636333	102637796	+	TraesSYM1A03G00039010	18167
chr1A	103069989	103079076	-	TraesSYM1A03G00039250	11380
chr1A	103084136	103089799	-	TraesSYM1A03G00039260	13022
chr1A	103839593	103847915	+	TraesSYM1A03G00039520	10676
chr1A	103849227	103853253	+	TraesSYM1A03G00039530	12349
chr1A	103853581	103854576	+	TraesSYM1A03G00039540	16666
chr1A	103905713	103906686	+	TraesSYM1A03G00039560	16664
chr1A	103972976	103976964	+	TraesSYM1A03G00039580	16660
chr1A	103982745	103983887	+	TraesSYM1A03G00039600	16663
chr1A	104126391	104127565	-	TraesSYM1A03G00039680	15647
chr1A	104465131	104466994	+	TraesSYM1A03G00039890	18073
chr1A	104502012	104503816	+	TraesSYM1A03G00039900	18068
chr1A	104563095	104566637	-	TraesSYM1A03G00039940	18072
chr1A	104762133	104766929	-	TraesSYM1A03G00040060	2665
chr1A	104841691	104861427	+	TraesSYM1A03G00040120	10605
chr1A	104886072	104887175	-	TraesSYM1A03G00040170	405
chr1A	105780483	105783772	+	TraesSYM1A03G00040380	6140
chr1A	105837122	105841680	-	TraesSYM1A03G00040430	6128
chr1A	106238638	106242772	-	TraesSYM1A03G00040590	8480
chr1A	106639040	106644636	+	TraesSYM1A03G00040640	1555
chr1A	106833329	106838918	+	TraesSYM1A03G00040670	14752
chr1A	106840507	106844618	+	TraesSYM1A03G00040680	14751
chr1A	107779785	107793865	-	TraesSYM1A03G00040830	8315
chr1A	108096452	108101252	-	TraesSYM1A03G00040870	8654
chr1A	108672057	108683994	+	TraesSYM1A03G00040940	10772
chr1A	108686328	108686835	-	TraesSYM1A03G00040950	3632
chr1A	108689645	108694432	+	TraesSYM1A03G00040960	3759
chr1A	108840691	108842737	+	TraesSYM1A03G00041000	12584
chr1A	108900562	108904245	-	TraesSYM1A03G00041060	6052
chr1A	109039274	109046655	-	TraesSYM1A03G00041120	7957
chr1A	109374619	109384615	-	TraesSYM1A03G00041180	10058
chr1A	109385856	109391275	+	TraesSYM1A03G00041190	12826
chr1A	109391699	109404301	-	TraesSYM1A03G00041200	10913
chr1A	110336377	110337375	-	TraesSYM1A03G00041350	1145
chr1A	110665860	110667085	-	TraesSYM1A03G00041410	14424
chr1A	110668157	110679642	-	TraesSYM1A03G00041420	9218
chr1A	111535088	111537886	+	TraesSYM1A03G00041570	6229
chr1A	111542363	111548264	+	TraesSYM1A03G00041580	4565
chr1A	111548670	111552299	-	TraesSYM1A03G00041590	17158
chr1A	112502219	112506455	+	TraesSYM1A03G00041900	2396
chr1A	112508378	112515244	-	TraesSYM1A03G00041910	9032
chr1A	113114766	113119360	+	TraesSYM1A03G00042160	9907
chr1A	113120468	113125293	-	TraesSYM1A03G00042170	3818
chr1A	113187529	113193652	-	TraesSYM1A03G00042200	2956
chr1A	113198286	113203072	+	TraesSYM1A03G00042210	7684
chr1A	113202797	113204395	-	TraesSYM1A03G00042220	12470
chr1A	113226636	113228679	+	TraesSYM1A03G00042260	14254
chr1A	113350206	113352330	+	TraesSYM1A03G00042330	12889
chr1A	114392835	114396912	-	TraesSYM1A03G00042520	8007
chr1A	114480664	114481984	+	TraesSYM1A03G00042550	10816
chr1A	114567120	114567635	-	TraesSYM1A03G00042600	8927
chr1A	115526393	115538116	+	TraesSYM1A03G00042760	10108
chr1A	115554037	115557265	-	TraesSYM1A03G00042780	16231
chr1A	117315849	117316688	+	TraesSYM1A03G00043310	11920
chr1A	117323158	117330140	+	TraesSYM1A03G00043330	8413
chr1A	117330693	117332425	-	TraesSYM1A03G00043340	18005
chr1A	117639608	117640833	-	TraesSYM1A03G00043400	7761
chr1A	117928787	117932105	-	TraesSYM1A03G00043490	3808
chr1A	118237626	118244820	+	TraesSYM1A03G00043560	4648
chr1A	118245160	118248045	-	TraesSYM1A03G00043570	13621
chr1A	118263813	118268053	-	TraesSYM1A03G00043610	9894
chr1A	118263813	118268053	-	TraesSYM1A03G00043610	9894
chr1A	118938527	118942927	+	TraesSYM1A03G00043710	11187
chr1A	120338979	120339556	+	TraesSYM1A03G00044080	10930
chr1A	120374506	120377618	+	TraesSYM1A03G00044120	12980
chr1A	121086624	121089838	+	TraesSYM1A03G00044230	12659
chr1A	121583692	121587614	-	TraesSYM1A03G00044380	2401
chr1A	122265335	122267365	-	TraesSYM1A03G00044530	15840
chr1A	122283304	122288831	-	TraesSYM1A03G00044560	10417
chr1A	122355541	122357766	-	TraesSYM1A03G00044580	155
chr1A	123216958	123220243	+	TraesSYM1A03G00044980	5467
chr1A	123246009	123246545	-	TraesSYM1A03G00044990	3631
chr1A	123410208	123421660	-	TraesSYM1A03G00045040	16069
chr1A	123860148	123863613	+	TraesSYM1A03G00045110	8748
chr1A	124068696	124073028	+	TraesSYM1A03G00045200	13206
chr1A	124104095	124104988	+	TraesSYM1A03G00045260	5557
chr1A	124365536	124374312	+	TraesSYM1A03G00045420	12404
chr1A	124374426	124375913	-	TraesSYM1A03G00045440	13678
chr1A	125921329	125922637	+	TraesSYM1A03G00045680	12972
chr1A	127893873	127897539	-	TraesSYM1A03G00045970	4952
chr1A	128352898	128354046	+	TraesSYM1A03G00046070	10076
chr1A	128523067	128523645	-	TraesSYM1A03G00046110	11618
chr1A	128531557	128532378	-	TraesSYM1A03G00046130	11619
chr1A	128531917	128532275	+	TraesSYM1A03G00046140	33
chr1A	128531917	128532275	+	TraesSYM1A03G00046140	33
chr1A	129123465	129124315	-	TraesSYM1A03G00046280	11617
chr1A	129222548	129228502	-	TraesSYM1A03G00046310	13467
chr1A	129229358	129234595	-	TraesSYM1A03G00046320	5413
chr1A	129483491	129484645	-	TraesSYM1A03G00046390	15674
chr1A	129487176	129488696	+	TraesSYM1A03G00046400	13139
chr1A	130843536	130847445	+	TraesSYM1A03G00046620	9011
chr1A	131184093	131186645	-	TraesSYM1A03G00046700	15471
chr1A	131677968	131681796	+	TraesSYM1A03G00046850	10136
chr1A	132077746	132081665	+	TraesSYM1A03G00046990	12148
chr1A	132152476	132154481	+	TraesSYM1A03G00047030	13234
chr1A	134238285	134240091	+	TraesSYM1A03G00047500	14564
chr1A	134436893	134438045	+	TraesSYM1A03G00047530	1902
chr1A	134992537	134996153	-	TraesSYM1A03G00047620	8140
chr1A	135599479	135601490	-	TraesSYM1A03G00047740	15604
chr1A	136027639	136038966	-	TraesSYM1A03G00047830	8143
chr1A	136199831	136202240	-	TraesSYM1A03G00047860	1034
chr1A	136330154	136340481	+	TraesSYM1A03G00047920	15193
chr1A	136330154	136340481	+	TraesSYM1A03G00047920	15193
chr1A	136330154	136340481	+	TraesSYM1A03G00047920	15193
chr1A	136836392	136843488	+	TraesSYM1A03G00047990	10627
chr1A	136848046	136849759	+	TraesSYM1A03G00048000	8846
chr1A	136850167	136853142	-	TraesSYM1A03G00048010	11686
chr1A	137174356	137174968	+	TraesSYM1A03G00048090	3955
chr1A	137211530	137214288	-	TraesSYM1A03G00048170	4470
chr1A	138960748	138966572	+	TraesSYM1A03G00048610	9099
chr1A	139527162	139541999	-	TraesSYM1A03G00048780	14318
chr1A	139985739	139988665	-	TraesSYM1A03G00048900	5282
chr1A	139985739	139988665	-	TraesSYM1A03G00048900	5282
chr1A	140939106	140975543	+	TraesSYM1A03G00049040	12603
chr1A	144939706	144942370	+	TraesSYM1A03G00049920	9178
chr1A	145408541	145413404	-	TraesSYM1A03G00049990	5233
chr1A	146849921	146851495	-	TraesSYM1A03G00050110	2628
chr1A	147768365	147777508	+	TraesSYM1A03G00050310	6644
chr1A	148506376	148506807	+	TraesSYM1A03G00050430	4161
chr1A	149947536	149948435	+	TraesSYM1A03G00050660	8029
chr1A	150578906	150583926	-	TraesSYM1A03G00050750	13102
chr1A	150894554	150899713	-	TraesSYM1A03G00050810	13189
chr1A	150905753	150906830	-	TraesSYM1A03G00050830	12804
chr1A	151618753	151626893	+	TraesSYM1A03G00050960	17042
chr1A	152676526	152678021	+	TraesSYM1A03G00051160	1141
chr1A	152885142	152891065	+	TraesSYM1A03G00051220	10299
chr1A	153279540	153283309	-	TraesSYM1A03G00051300	2364
chr1A	153437230	153441484	-	TraesSYM1A03G00051330	16229
chr1A	153929532	153930673	+	TraesSYM1A03G00051430	10256
chr1A	154368167	154375641	-	TraesSYM1A03G00051530	10223
chr1A	154776053	154777008	+	TraesSYM1A03G00051580	12512
chr1A	154806084	154810604	+	TraesSYM1A03G00051610	6677
chr1A	154814725	154817395	-	TraesSYM1A03G00051620	7227
chr1A	155262336	155263352	+	TraesSYM1A03G00051720	1491
chr1A	155672430	155678478	+	TraesSYM1A03G00051770	4529
chr1A	155774225	155778086	-	TraesSYM1A03G00051810	9339
chr1A	157223253	157225346	+	TraesSYM1A03G00052030	15489
chr1A	157465090	157471279	+	TraesSYM1A03G00052080	15480
chr1A	158352122	158355084	+	TraesSYM1A03G00052320	2870
chr1A	158476167	158479046	+	TraesSYM1A03G00052350	15618
chr1A	159622745	159640729	-	TraesSYM1A03G00052620	9130
chr1A	161087175	161091946	-	TraesSYM1A03G00052760	9851
chr1A	161602573	161608341	-	TraesSYM1A03G00052910	8311
chr1A	163235301	163246461	+	TraesSYM1A03G00053150	7980
chr1A	167104905	167106764	-	TraesSYM1A03G00053640	10738
chr1A	167115527	167120212	-	TraesSYM1A03G00053680	3878
chr1A	168888315	168895374	-	TraesSYM1A03G00053940	5756
chr1A	170034320	170040857	+	TraesSYM1A03G00054110	10505
chr1A	172242327	172281023	-	TraesSYM1A03G00054560	5714
chr1A	173311585	173322010	+	TraesSYM1A03G00054730	9608
chr1A	190435778	190443477	-	TraesSYM1A03G00057380	4317
chr1A	193395315	193402360	+	TraesSYM1A03G00057840	5572
chr1A	215220726	215222160	+	TraesSYM1A03G00062240	3230
chr1A	229264151	229276719	+	TraesSYM1A03G00067030	13307
chr1A	229276805	229278296	+	TraesSYM1A03G00067040	1166
chr1A	239581003	239589863	+	TraesSYM1A03G00069100	4928
chr1A	239601305	239619730	-	TraesSYM1A03G00069110	6242
chr1A	240115668	240128253	+	TraesSYM1A03G00069300	12504
