Chr	Start	End	Strand	Gene	TriadGrp
chr1A	27225342	27227859	-	TraesSTA1A03G00016020	13526
chr1A	27711979	27716051	+	TraesSTA1A03G00016110	5371
chr1A	28043040	28047451	+	TraesSTA1A03G00016260	15787
chr1A	28164860	28165957	+	TraesSTA1A03G00016300	2545
chr1A	28220933	28223185	+	TraesSTA1A03G00016330	16418
chr1A	28869234	28873876	+	TraesSTA1A03G00016600	8483
chr1A	28875709	28880924	+	TraesSTA1A03G00016620	317
chr1A	29332051	29335785	+	TraesSTA1A03G00016870	156
chr1A	30368151	30371989	-	TraesSTA1A03G00017150	14753
chr1A	31528458	31529645	-	TraesSTA1A03G00017820	4709
chr1A	31915792	31921560	+	TraesSTA1A03G00017970	5175
chr1A	31921951	31928640	-	TraesSTA1A03G00017980	11104
chr1A	32247980	32251821	-	TraesSTA1A03G00018090	10690
chr1A	32251992	32259174	+	TraesSTA1A03G00018100	7063
chr1A	32259583	32261987	-	TraesSTA1A03G00018120	5185
chr1A	32536516	32537914	+	TraesSTA1A03G00018190	2500
chr1A	32543176	32551003	+	TraesSTA1A03G00018200	5694
chr1A	32744946	32747255	-	TraesSTA1A03G00018350	6835
chr1A	32749272	32749872	-	TraesSTA1A03G00018370	10525
chr1A	32761625	32764953	+	TraesSTA1A03G00018410	12374
chr1A	32824542	32825410	+	TraesSTA1A03G00018490	4351
chr1A	33472674	33476261	+	TraesSTA1A03G00018580	10332
chr1A	34743043	34747775	-	TraesSTA1A03G00018970	16463
chr1A	35274671	35280346	+	TraesSTA1A03G00019060	4147
chr1A	35280396	35282175	-	TraesSTA1A03G00019070	12116
chr1A	35497859	35500596	-	TraesSTA1A03G00019140	5741
chr1A	35729530	35732059	-	TraesSTA1A03G00019310	9656
chr1A	37700744	37705558	+	TraesSTA1A03G00019760	5559
chr1A	37790457	37791373	+	TraesSTA1A03G00019840	6385
chr1A	38503299	38504175	-	TraesSTA1A03G00020200	10506
chr1A	38786031	38790548	+	TraesSTA1A03G00020290	15317
chr1A	38879557	38898126	+	TraesSTA1A03G00020380	10178
chr1A	41498477	41503961	+	TraesSTA1A03G00021050	11498
chr1A	41826323	41830218	+	TraesSTA1A03G00021190	13797
chr1A	43585381	43594114	+	TraesSTA1A03G00021740	13083
chr1A	43804990	43811374	+	TraesSTA1A03G00021800	526
chr1A	43811268	43811735	-	TraesSTA1A03G00021810	10933
chr1A	43829253	43833270	-	TraesSTA1A03G00021890	13277
chr1A	44581355	44597041	+	TraesSTA1A03G00022080	13282
chr1A	44598133	44599784	-	TraesSTA1A03G00022090	806
chr1A	44708388	44712865	-	TraesSTA1A03G00022110	815
chr1A	44730314	44736149	-	TraesSTA1A03G00022130	6057
chr1A	44787506	44789905	+	TraesSTA1A03G00022160	3765
chr1A	44983286	44986998	+	TraesSTA1A03G00022220	8479
chr1A	45254482	45257083	-	TraesSTA1A03G00022440	9382
chr1A	45273269	45292873	+	TraesSTA1A03G00022480	7908
chr1A	45297066	45301684	+	TraesSTA1A03G00022490	18214
chr1A	45370094	45372280	-	TraesSTA1A03G00022580	7815
chr1A	45471523	45473630	-	TraesSTA1A03G00022600	1281
chr1A	45508797	45510185	-	TraesSTA1A03G00022670	16061
chr1A	45960566	45961355	-	TraesSTA1A03G00022790	2008
chr1A	48356806	48362302	+	TraesSTA1A03G00023620	6200
chr1A	48482715	48483675	-	TraesSTA1A03G00023680	840
chr1A	48976016	48980519	+	TraesSTA1A03G00023850	13066
chr1A	48985712	48991253	-	TraesSTA1A03G00023860	14768
chr1A	49369646	49371968	+	TraesSTA1A03G00023960	13940
chr1A	49386597	49389315	-	TraesSTA1A03G00023980	3651
chr1A	49552958	49556030	+	TraesSTA1A03G00024100	7781
chr1A	49767104	49776575	-	TraesSTA1A03G00024250	8725
chr1A	49886182	49891474	-	TraesSTA1A03G00024340	6241
chr1A	49938423	49942767	-	TraesSTA1A03G00024350	10231
chr1A	50219126	50225402	+	TraesSTA1A03G00024430	6627
chr1A	52483406	52484637	+	TraesSTA1A03G00024840	837
chr1A	52486499	52494226	-	TraesSTA1A03G00024860	8446
chr1A	52486499	52494226	-	TraesSTA1A03G00024860	8446
chr1A	52486499	52494226	-	TraesSTA1A03G00024860	8446
chr1A	53067972	53070596	+	TraesSTA1A03G00025060	13727
chr1A	53072872	53075954	-	TraesSTA1A03G00025080	17070
chr1A	53165808	53171109	-	TraesSTA1A03G00025100	5521
chr1A	53497366	53498870	+	TraesSTA1A03G00025210	10969
chr1A	53544386	53545682	-	TraesSTA1A03G00025260	7836
chr1A	53621907	53623145	-	TraesSTA1A03G00025290	17696
chr1A	53627448	53633578	+	TraesSTA1A03G00025310	752
chr1A	53985467	53989135	+	TraesSTA1A03G00025480	8341
chr1A	54031716	54034004	+	TraesSTA1A03G00025510	1232
chr1A	54034561	54041855	-	TraesSTA1A03G00025520	8178
chr1A	54063894	54068516	-	TraesSTA1A03G00025550	5545
chr1A	54564772	54579991	+	TraesSTA1A03G00025860	14856
chr1A	54611644	54616792	-	TraesSTA1A03G00025920	9594
chr1A	54807756	54809287	+	TraesSTA1A03G00026020	17904
chr1A	55472159	55475016	+	TraesSTA1A03G00026350	4143
chr1A	55714889	55718590	-	TraesSTA1A03G00026430	15418
chr1A	56386295	56389861	+	TraesSTA1A03G00026810	1410
chr1A	56591096	56595393	+	TraesSTA1A03G00026890	14072
chr1A	56811320	56812865	-	TraesSTA1A03G00027000	4825
chr1A	56865063	56866491	+	TraesSTA1A03G00027010	18066
chr1A	57236545	57248269	-	TraesSTA1A03G00027340	5771
chr1A	57432716	57434189	+	TraesSTA1A03G00027370	16672
chr1A	57870491	57871376	+	TraesSTA1A03G00027440	2982
chr1A	57877006	57880074	-	TraesSTA1A03G00027450	18056
chr1A	58106340	58107755	-	TraesSTA1A03G00027510	18075
chr1A	58428258	58431881	+	TraesSTA1A03G00027580	3790
chr1A	58462035	58466175	+	TraesSTA1A03G00027610	17057
chr1A	58466621	58470584	-	TraesSTA1A03G00027620	4235
chr1A	58852854	58854000	-	TraesSTA1A03G00027720	18202
chr1A	58893961	58895644	+	TraesSTA1A03G00027740	6868
chr1A	58898081	58902403	-	TraesSTA1A03G00027750	6875
chr1A	58933833	58935425	-	TraesSTA1A03G00027790	18183
chr1A	58933833	58935425	-	TraesSTA1A03G00027790	18183
chr1A	59175103	59179176	-	TraesSTA1A03G00027880	17411
chr1A	60240005	60249891	+	TraesSTA1A03G00028110	8123
chr1A	60428610	60435387	+	TraesSTA1A03G00028220	16502
chr1A	60528061	60529610	+	TraesSTA1A03G00028260	1594
chr1A	60548739	60551307	-	TraesSTA1A03G00028280	2418
chr1A	61105108	61109335	+	TraesSTA1A03G00028570	14501
chr1A	61233611	61235132	-	TraesSTA1A03G00028630	11673
chr1A	61459482	61460125	-	TraesSTA1A03G00028670	6464
chr1A	61632912	61638250	-	TraesSTA1A03G00028720	3774
chr1A	61641281	61642985	-	TraesSTA1A03G00028730	3740
chr1A	62011258	62014216	+	TraesSTA1A03G00028920	1414
chr1A	62734146	62735989	+	TraesSTA1A03G00029040	17912
chr1A	62734146	62735989	+	TraesSTA1A03G00029040	17912
chr1A	63303038	63305319	+	TraesSTA1A03G00029140	1205
chr1A	63515522	63525030	-	TraesSTA1A03G00029210	12845
chr1A	64194430	64195775	-	TraesSTA1A03G00029360	5356
chr1A	64990767	64992375	-	TraesSTA1A03G00029610	10687
chr1A	64992767	64997314	-	TraesSTA1A03G00029620	4102
chr1A	65193728	65198161	-	TraesSTA1A03G00029640	4360
chr1A	66707249	66707895	-	TraesSTA1A03G00029880	1483
chr1A	66860406	66861308	-	TraesSTA1A03G00029920	1644
chr1A	66888120	66896703	-	TraesSTA1A03G00029960	14415
chr1A	67364791	67368015	-	TraesSTA1A03G00030120	4649
chr1A	67495633	67500395	+	TraesSTA1A03G00030130	12934
chr1A	67590716	67592157	+	TraesSTA1A03G00030200	3610
chr1A	68588218	68592232	-	TraesSTA1A03G00030520	2677
chr1A	68887245	68889935	-	TraesSTA1A03G00030540	16269
chr1A	69088789	69094452	+	TraesSTA1A03G00030600	16182
chr1A	69095987	69100613	+	TraesSTA1A03G00030610	2188
chr1A	69106739	69116087	-	TraesSTA1A03G00030630	13082
chr1A	69116350	69123794	+	TraesSTA1A03G00030640	6762
chr1A	69124641	69125795	-	TraesSTA1A03G00030650	5936
chr1A	69145118	69149634	-	TraesSTA1A03G00030700	12868
chr1A	70224661	70237557	-	TraesSTA1A03G00030980	9840
chr1A	71510092	71533752	-	TraesSTA1A03G00031360	6681
chr1A	72286199	72292335	-	TraesSTA1A03G00031580	6134
chr1A	72527547	72529170	+	TraesSTA1A03G00031660	15195
chr1A	72871234	72874560	+	TraesSTA1A03G00031740	11306
chr1A	72905446	72909471	+	TraesSTA1A03G00031770	3355
chr1A	74115186	74123383	+	TraesSTA1A03G00032020	3527
chr1A	74747765	74748965	-	TraesSTA1A03G00032170	8472
chr1A	74949075	74951716	+	TraesSTA1A03G00032250	14591
chr1A	75473438	75480577	-	TraesSTA1A03G00032300	11941
chr1A	76075426	76087674	+	TraesSTA1A03G00032420	3772
chr1A	76457141	76460985	-	TraesSTA1A03G00032540	7583
chr1A	78286141	78297331	+	TraesSTA1A03G00032900	9789
chr1A	78299821	78304610	-	TraesSTA1A03G00032910	9440
chr1A	78715040	78720125	-	TraesSTA1A03G00033040	14123
chr1A	78715040	78720125	-	TraesSTA1A03G00033040	14123
chr1A	79589823	79603733	-	TraesSTA1A03G00033130	4460
chr1A	79770567	79782507	+	TraesSTA1A03G00033160	10114
chr1A	79790314	79792276	+	TraesSTA1A03G00033170	3653
chr1A	80501126	80503181	+	TraesSTA1A03G00033370	18343
chr1A	80570976	80572055	-	TraesSTA1A03G00033390	16566
chr1A	80810086	80812490	+	TraesSTA1A03G00033470	12466
chr1A	81121456	81122621	+	TraesSTA1A03G00033570	12362
chr1A	81610200	81611187	+	TraesSTA1A03G00033680	1527
chr1A	82022476	82027426	+	TraesSTA1A03G00033880	312
chr1A	82431842	82436968	-	TraesSTA1A03G00034070	3038
chr1A	82984104	82986784	+	TraesSTA1A03G00034150	8028
chr1A	84153218	84159408	+	TraesSTA1A03G00034320	8147
chr1A	85213572	85220646	+	TraesSTA1A03G00034460	14234
chr1A	85213572	85220646	+	TraesSTA1A03G00034460	14234
chr1A	85970453	85972332	+	TraesSTA1A03G00034610	1160
chr1A	86574740	86583364	-	TraesSTA1A03G00034720	10568
chr1A	86850209	86857582	+	TraesSTA1A03G00034820	5555
chr1A	86860964	86867838	+	TraesSTA1A03G00034830	3959
chr1A	86969613	86974027	+	TraesSTA1A03G00034880	14584
chr1A	86985854	86987678	+	TraesSTA1A03G00034910	13742
chr1A	87232853	87236027	-	TraesSTA1A03G00034950	9255
chr1A	87238346	87239381	+	TraesSTA1A03G00034960	15812
chr1A	87323341	87325809	-	TraesSTA1A03G00035000	4591
chr1A	87411184	87417330	-	TraesSTA1A03G00035060	13391
chr1A	87423774	87425844	+	TraesSTA1A03G00035090	15379
chr1A	87491917	87492658	+	TraesSTA1A03G00035110	306
chr1A	88388190	88393153	-	TraesSTA1A03G00035250	13462
chr1A	89181836	89182705	+	TraesSTA1A03G00035360	8207
chr1A	89208545	89212293	-	TraesSTA1A03G00035370	13027
chr1A	89212040	89215669	+	TraesSTA1A03G00035380	5732
chr1A	89215801	89217828	-	TraesSTA1A03G00035390	16779
chr1A	89909666	89914900	+	TraesSTA1A03G00035500	1856
chr1A	89918265	89922529	+	TraesSTA1A03G00035510	5428
chr1A	89918265	89922529	+	TraesSTA1A03G00035510	5428
chr1A	90882072	90887090	+	TraesSTA1A03G00036040	3503
chr1A	91003531	91006006	+	TraesSTA1A03G00036120	9022
chr1A	91645284	91650804	+	TraesSTA1A03G00036290	5949
chr1A	92207575	92211392	-	TraesSTA1A03G00036490	3531
chr1A	92287576	92290049	+	TraesSTA1A03G00036550	8776
chr1A	92299525	92301538	+	TraesSTA1A03G00036570	14853
chr1A	92303218	92305308	+	TraesSTA1A03G00036580	8777
chr1A	92325552	92327977	-	TraesSTA1A03G00036620	4230
chr1A	92330802	92339496	-	TraesSTA1A03G00036630	12502
chr1A	93638530	93640115	+	TraesSTA1A03G00036990	18167
chr1A	94078729	94087856	-	TraesSTA1A03G00037240	11380
chr1A	94092822	94098542	-	TraesSTA1A03G00037250	13022
chr1A	94856587	94865058	+	TraesSTA1A03G00037520	10676
chr1A	94866530	94870569	+	TraesSTA1A03G00037530	12349
chr1A	94870826	94871808	+	TraesSTA1A03G00037540	16666
chr1A	94990697	94991844	+	TraesSTA1A03G00037580	16660
chr1A	95000290	95001356	+	TraesSTA1A03G00037600	16663
chr1A	95144302	95145475	-	TraesSTA1A03G00037670	15647
chr1A	95484150	95486104	+	TraesSTA1A03G00037920	18073
chr1A	95521137	95522959	+	TraesSTA1A03G00037930	18068
chr1A	95582557	95586037	-	TraesSTA1A03G00037970	18072
chr1A	95775931	95777666	-	TraesSTA1A03G00038080	5968
chr1A	95778734	95783478	-	TraesSTA1A03G00038090	2665
chr1A	95859985	95879912	+	TraesSTA1A03G00038160	10605
chr1A	95904564	95905665	-	TraesSTA1A03G00038210	405
chr1A	96804275	96807518	+	TraesSTA1A03G00038430	6140
chr1A	96860944	96865470	-	TraesSTA1A03G00038480	6128
chr1A	97286827	97290885	-	TraesSTA1A03G00038650	8480
chr1A	97686211	97691725	+	TraesSTA1A03G00038700	1555
chr1A	97881153	97886721	+	TraesSTA1A03G00038730	14752
chr1A	97888335	97892397	+	TraesSTA1A03G00038740	14751
chr1A	98836324	98851078	-	TraesSTA1A03G00038880	8315
chr1A	99155277	99160253	-	TraesSTA1A03G00038920	8654
chr1A	99739061	99750985	+	TraesSTA1A03G00038980	10772
chr1A	99753055	99753922	-	TraesSTA1A03G00038990	3632
chr1A	99756683	99761356	+	TraesSTA1A03G00039000	3759
chr1A	99907510	99909599	+	TraesSTA1A03G00039050	12584
chr1A	99967927	99968488	-	TraesSTA1A03G00039100	6052
chr1A	100107856	100114819	-	TraesSTA1A03G00039150	7957
chr1A	100444371	100446855	-	TraesSTA1A03G00039210	10058
chr1A	100444371	100446855	-	TraesSTA1A03G00039210	10058
chr1A	100455606	100460756	+	TraesSTA1A03G00039220	12826
chr1A	100461709	100473982	-	TraesSTA1A03G00039230	10913
chr1A	101419317	101420315	-	TraesSTA1A03G00039370	1145
chr1A	101762541	101763625	-	TraesSTA1A03G00039430	14424
chr1A	101765028	101776193	-	TraesSTA1A03G00039440	9218
chr1A	102643695	102646421	+	TraesSTA1A03G00039580	6229
chr1A	102650936	102656787	+	TraesSTA1A03G00039590	4565
chr1A	102657350	102660575	-	TraesSTA1A03G00039610	17158
chr1A	103624954	103629134	+	TraesSTA1A03G00040000	2396
chr1A	103631034	103637921	-	TraesSTA1A03G00040010	9032
chr1A	104251871	104256286	+	TraesSTA1A03G00040290	9907
chr1A	104257612	104262342	-	TraesSTA1A03G00040300	3818
chr1A	104326741	104332822	-	TraesSTA1A03G00040330	2956
chr1A	104335811	104341115	+	TraesSTA1A03G00040340	7684
chr1A	104340724	104342130	-	TraesSTA1A03G00040350	12470
chr1A	104364346	104366393	+	TraesSTA1A03G00040390	14254
chr1A	104488093	104490464	+	TraesSTA1A03G00040440	12889
chr1A	105535952	105540194	-	TraesSTA1A03G00040620	8007
chr1A	105633323	105634537	+	TraesSTA1A03G00040640	10816
chr1A	105720714	105721215	-	TraesSTA1A03G00040690	8927
chr1A	106683303	106695313	+	TraesSTA1A03G00040820	10108
chr1A	106711398	106714371	-	TraesSTA1A03G00040840	16231
chr1A	108489581	108490474	+	TraesSTA1A03G00041340	11920
chr1A	108496994	108504044	+	TraesSTA1A03G00041360	8413
chr1A	108504458	108506305	-	TraesSTA1A03G00041370	18005
chr1A	108816291	108817516	-	TraesSTA1A03G00041410	7761
chr1A	109116949	109120301	-	TraesSTA1A03G00041510	3808
chr1A	109428188	109435431	+	TraesSTA1A03G00041570	4648
chr1A	109428188	109435431	+	TraesSTA1A03G00041570	4648
chr1A	109435828	109438665	-	TraesSTA1A03G00041580	13621
chr1A	109455873	109460130	-	TraesSTA1A03G00041620	9894
chr1A	109455873	109460130	-	TraesSTA1A03G00041620	9894
chr1A	110132375	110136804	+	TraesSTA1A03G00041720	11187
chr1A	111533346	111534001	+	TraesSTA1A03G00042090	10930
chr1A	111542863	111566603	+	TraesSTA1A03G00042100	12979
chr1A	111570121	111573002	+	TraesSTA1A03G00042110	12980
chr1A	112307254	112310716	+	TraesSTA1A03G00042230	12659
chr1A	112810213	112814171	-	TraesSTA1A03G00042370	2401
chr1A	113508116	113510643	-	TraesSTA1A03G00042530	15840
chr1A	113526368	113531844	-	TraesSTA1A03G00042570	10417
chr1A	113598285	113600549	-	TraesSTA1A03G00042590	155
chr1A	114472743	114475983	+	TraesSTA1A03G00042990	5467
chr1A	114502026	114502565	-	TraesSTA1A03G00043000	3631
chr1A	114667825	114678136	-	TraesSTA1A03G00043050	16069
chr1A	114772921	114776235	-	TraesSTA1A03G00043080	1732
chr1A	115118069	115121553	+	TraesSTA1A03G00043120	8748
chr1A	115325799	115330788	+	TraesSTA1A03G00043210	13206
chr1A	115361989	115363175	+	TraesSTA1A03G00043270	5557
chr1A	115628015	115636752	+	TraesSTA1A03G00043400	12404
chr1A	115636852	115638346	-	TraesSTA1A03G00043420	13678
chr1A	117195046	117196401	+	TraesSTA1A03G00043670	12972
chr1A	119180327	119183868	-	TraesSTA1A03G00043950	4952
chr1A	119644530	119645599	+	TraesSTA1A03G00044070	10076
chr1A	119814303	119815034	-	TraesSTA1A03G00044110	11618
chr1A	119823157	119823775	-	TraesSTA1A03G00044130	11619
chr1A	119823279	119823637	+	TraesSTA1A03G00044140	33
chr1A	119823279	119823637	+	TraesSTA1A03G00044140	33
chr1A	120410888	120411755	-	TraesSTA1A03G00044280	11617
chr1A	120509110	120515814	-	TraesSTA1A03G00044310	13467
chr1A	120509110	120515814	-	TraesSTA1A03G00044310	13467
chr1A	120516728	120521895	-	TraesSTA1A03G00044320	5413
chr1A	120770944	120772085	-	TraesSTA1A03G00044390	15674
chr1A	120774486	120776135	+	TraesSTA1A03G00044400	13139
chr1A	122140316	122144323	+	TraesSTA1A03G00044620	9011
chr1A	122484754	122487127	-	TraesSTA1A03G00044700	15471
chr1A	122981108	122984888	+	TraesSTA1A03G00044850	10136
chr1A	123382018	123386112	+	TraesSTA1A03G00045000	12148
chr1A	123456806	123458813	+	TraesSTA1A03G00045040	13234
chr1A	125909926	125910982	+	TraesSTA1A03G00045520	1902
chr1A	126474023	126477874	-	TraesSTA1A03G00045610	8140
chr1A	127082168	127083805	-	TraesSTA1A03G00045720	15604
chr1A	127526170	127534505	-	TraesSTA1A03G00045800	8143
chr1A	127696335	127698794	-	TraesSTA1A03G00045830	1034
chr1A	127826996	127837245	+	TraesSTA1A03G00045890	15193
chr1A	128335649	128342672	+	TraesSTA1A03G00045960	10627
chr1A	128347246	128348959	+	TraesSTA1A03G00045970	8846
chr1A	128349357	128352322	-	TraesSTA1A03G00045980	11686
chr1A	128675596	128676201	+	TraesSTA1A03G00046070	3955
chr1A	128712671	128715429	-	TraesSTA1A03G00046190	4470
chr1A	130482604	130488510	+	TraesSTA1A03G00046640	9099
chr1A	131051462	131066321	-	TraesSTA1A03G00046800	14318
chr1A	131511506	131514435	-	TraesSTA1A03G00046920	5282
chr1A	132503216	132540763	+	TraesSTA1A03G00047070	12603
chr1A	132503216	132540763	+	TraesSTA1A03G00047070	12603
chr1A	136501846	136504503	+	TraesSTA1A03G00047920	9178
chr1A	136982306	136987125	-	TraesSTA1A03G00047990	5233
chr1A	138434631	138436205	-	TraesSTA1A03G00048110	2628
chr1A	139365343	139374497	+	TraesSTA1A03G00048340	6644
chr1A	140111236	140111666	+	TraesSTA1A03G00048450	4161
chr1A	141553416	141554320	+	TraesSTA1A03G00048670	8029
chr1A	142190985	142195995	-	TraesSTA1A03G00048760	13102
chr1A	142506574	142513956	-	TraesSTA1A03G00048820	13189
chr1A	142519890	142521064	-	TraesSTA1A03G00048840	12804
chr1A	142519890	142521064	-	TraesSTA1A03G00048840	12804
chr1A	143238113	143246317	+	TraesSTA1A03G00048970	17042
chr1A	144296626	144298130	+	TraesSTA1A03G00049160	1141
chr1A	144505497	144511264	+	TraesSTA1A03G00049220	10299
chr1A	144901623	144905382	-	TraesSTA1A03G00049300	2364
chr1A	145059525	145064317	-	TraesSTA1A03G00049330	16229
chr1A	145554552	145556052	+	TraesSTA1A03G00049430	10256
chr1A	145993922	146001280	-	TraesSTA1A03G00049540	10223
chr1A	146403365	146404222	+	TraesSTA1A03G00049590	12512
chr1A	146433888	146438427	+	TraesSTA1A03G00049620	6677
chr1A	146442355	146445042	-	TraesSTA1A03G00049630	7227
chr1A	146890989	146892072	+	TraesSTA1A03G00049730	1491
chr1A	147302958	147308644	+	TraesSTA1A03G00049780	4529
chr1A	147404396	147408746	-	TraesSTA1A03G00049820	9339
chr1A	148858789	148861189	+	TraesSTA1A03G00050040	15489
chr1A	149101270	149106903	+	TraesSTA1A03G00050090	15480
chr1A	150098363	150101413	+	TraesSTA1A03G00050360	2870
chr1A	150214192	150225513	+	TraesSTA1A03G00050370	15618
chr1A	151360740	151382506	-	TraesSTA1A03G00050640	9130
chr1A	152842630	152848290	-	TraesSTA1A03G00050780	9851
chr1A	153358997	153364789	-	TraesSTA1A03G00050950	8311
chr1A	155015152	155026175	+	TraesSTA1A03G00051200	7980
chr1A	158941087	158942960	-	TraesSTA1A03G00051670	10738
chr1A	158951870	158956477	-	TraesSTA1A03G00051710	3878
chr1A	161943395	161950588	+	TraesSTA1A03G00052130	10505
chr1A	164193331	164229100	-	TraesSTA1A03G00052590	5714
chr1A	165269724	165280124	+	TraesSTA1A03G00052760	9608
chr1A	182510354	182517952	-	TraesSTA1A03G00055380	4317
chr1A	185470220	185477290	+	TraesSTA1A03G00055840	5572
chr1A	207689386	207690820	+	TraesSTA1A03G00060330	3230
chr1A	223011242	223023834	+	TraesSTA1A03G00064860	13307
chr1A	223023916	223025446	+	TraesSTA1A03G00064870	1166
chr1A	233349298	233358133	+	TraesSTA1A03G00066900	4928
chr1A	233369483	233388137	-	TraesSTA1A03G00066910	6242
chr1A	233894613	233907071	+	TraesSTA1A03G00067110	12504
chr1A	233894613	233907071	+	TraesSTA1A03G00067110	12504
chr1A	236066866	236070013	+	TraesSTA1A03G00067470	15455
chr1A	236077099	236086952	-	TraesSTA1A03G00067490	14287
chr1A	238780264	238790541	-	TraesSTA1A03G00068170	10348
chr1A	240283917	240286554	+	TraesSTA1A03G00068610	772
