Chr	Start	End	Strand	Gene	TriadGrp
chr1A	20014449	20018274	+	TraesLDM1A03G00012640	11912
chr1A	20125321	20127233	+	TraesLDM1A03G00012690	5263
chr1A	20364151	20367228	-	TraesLDM1A03G00012820	15377
chr1A	21027251	21028898	-	TraesLDM1A03G00013160	10063
chr1A	21090099	21092661	+	TraesLDM1A03G00013240	16062
chr1A	21317967	21320916	-	TraesLDM1A03G00013430	3088
chr1A	21478649	21479541	+	TraesLDM1A03G00013500	17686
chr1A	21545732	21560708	+	TraesLDM1A03G00013540	5508
chr1A	21545732	21560708	+	TraesLDM1A03G00013540	5508
chr1A	26041860	26046016	+	TraesLDM1A03G00015440	17446
chr1A	26138066	26139969	+	TraesLDM1A03G00015480	18039
chr1A	27846128	27846850	-	TraesLDM1A03G00016080	1577
chr1A	27870080	27873424	+	TraesLDM1A03G00016120	4157
chr1A	28320157	28325429	+	TraesLDM1A03G00016420	14069
chr1A	28368996	28370101	+	TraesLDM1A03G00016440	428
chr1A	28375715	28378197	-	TraesLDM1A03G00016450	6763
chr1A	29325429	29330074	-	TraesLDM1A03G00016690	4446
chr1A	29325429	29330074	-	TraesLDM1A03G00016690	4446
chr1A	29901455	29906037	+	TraesLDM1A03G00016780	13177
chr1A	30029798	30031282	+	TraesLDM1A03G00016810	15346
chr1A	30044665	30048336	+	TraesLDM1A03G00016870	17627
chr1A	30371228	30397988	+	TraesLDM1A03G00017120	8911
chr1A	31160856	31172465	-	TraesLDM1A03G00017480	6123
chr1A	31633139	31635638	-	TraesLDM1A03G00017770	13526
chr1A	32129596	32133076	+	TraesLDM1A03G00017870	5371
chr1A	32129596	32133076	+	TraesLDM1A03G00017870	5371
chr1A	32428402	32432845	+	TraesLDM1A03G00018060	15787
chr1A	32535940	32536992	+	TraesLDM1A03G00018100	2545
chr1A	32591882	32594118	+	TraesLDM1A03G00018130	16418
chr1A	33241139	33246446	+	TraesLDM1A03G00018400	8483
chr1A	33248167	33252618	+	TraesLDM1A03G00018420	317
chr1A	33248167	33252618	+	TraesLDM1A03G00018420	317
chr1A	33722538	33727391	+	TraesLDM1A03G00018680	156
chr1A	33725758	33727388	-	TraesLDM1A03G00018690	4650
chr1A	33750017	33750949	-	TraesLDM1A03G00018710	3821
chr1A	34762953	34766920	-	TraesLDM1A03G00018950	14753
chr1A	34762953	34766920	-	TraesLDM1A03G00018950	14753
chr1A	35941708	35942895	-	TraesLDM1A03G00019650	4709
chr1A	36330227	36335890	+	TraesLDM1A03G00019780	5175
chr1A	36336309	36343011	-	TraesLDM1A03G00019790	11104
chr1A	36665152	36668963	-	TraesLDM1A03G00019900	10690
chr1A	36669179	36675940	+	TraesLDM1A03G00019910	7063
chr1A	36676458	36678865	-	TraesLDM1A03G00019930	5185
chr1A	36957111	36958548	+	TraesLDM1A03G00020000	2500
chr1A	36963773	36971745	+	TraesLDM1A03G00020010	5694
chr1A	37165417	37167735	-	TraesLDM1A03G00020140	6835
chr1A	37169610	37170343	-	TraesLDM1A03G00020160	10525
chr1A	37181863	37185174	+	TraesLDM1A03G00020200	12374
chr1A	37244405	37245296	+	TraesLDM1A03G00020290	4351
chr1A	37894287	37897818	+	TraesLDM1A03G00020380	10332
chr1A	39154924	39159735	-	TraesLDM1A03G00020780	16463
chr1A	39734873	39740465	+	TraesLDM1A03G00020870	4147
chr1A	39740598	39742375	-	TraesLDM1A03G00020880	12116
chr1A	39957137	39960116	-	TraesLDM1A03G00020950	5741
chr1A	40186442	40188562	-	TraesLDM1A03G00021110	9656
chr1A	42162854	42167883	+	TraesLDM1A03G00021540	5559
chr1A	42259596	42260551	+	TraesLDM1A03G00021610	6385
chr1A	43012924	43014145	-	TraesLDM1A03G00022000	10506
chr1A	43309367	43313513	+	TraesLDM1A03G00022140	15317
chr1A	43402308	43420644	+	TraesLDM1A03G00022230	10178
chr1A	43402308	43420644	+	TraesLDM1A03G00022230	10178
chr1A	46041766	46047302	+	TraesLDM1A03G00022890	11498
chr1A	46362189	46366140	+	TraesLDM1A03G00023020	13797
chr1A	48163885	48173779	+	TraesLDM1A03G00023640	13083
chr1A	48408402	48415046	+	TraesLDM1A03G00023710	526
chr1A	48414600	48415050	-	TraesLDM1A03G00023720	10933
chr1A	48432455	48436528	-	TraesLDM1A03G00023770	13277
chr1A	49123445	49139529	+	TraesLDM1A03G00023910	13282
chr1A	49140492	49142323	-	TraesLDM1A03G00023920	806
chr1A	49279758	49280474	-	TraesLDM1A03G00023950	815
chr1A	49290117	49295289	-	TraesLDM1A03G00023960	6057
chr1A	49290117	49295289	-	TraesLDM1A03G00023960	6057
chr1A	49377846	49380256	+	TraesLDM1A03G00024010	3765
chr1A	49558159	49562149	+	TraesLDM1A03G00024100	8479
chr1A	49807920	49810636	-	TraesLDM1A03G00024360	9382
chr1A	49823616	49843196	+	TraesLDM1A03G00024400	7908
chr1A	49847476	49852092	+	TraesLDM1A03G00024410	18214
chr1A	49916695	49919326	+	TraesLDM1A03G00024490	15321
chr1A	49916695	49919326	+	TraesLDM1A03G00024490	15321
chr1A	49916695	49919326	+	TraesLDM1A03G00024490	15321
chr1A	49920724	49922908	-	TraesLDM1A03G00024500	7815
chr1A	50022871	50024967	-	TraesLDM1A03G00024520	1281
chr1A	50060510	50062206	-	TraesLDM1A03G00024590	16061
chr1A	50511253	50512488	-	TraesLDM1A03G00024730	2008
chr1A	52899935	52905363	+	TraesLDM1A03G00025590	6200
chr1A	53028981	53029665	-	TraesLDM1A03G00025660	840
chr1A	53521369	53526400	+	TraesLDM1A03G00025800	13066
chr1A	53531147	53536676	-	TraesLDM1A03G00025810	14768
chr1A	53911273	53913571	+	TraesLDM1A03G00025890	13940
chr1A	53927948	53931156	-	TraesLDM1A03G00025900	3651
chr1A	54093803	54097017	+	TraesLDM1A03G00026000	7781
chr1A	54304384	54313629	-	TraesLDM1A03G00026120	8725
chr1A	54401692	54404293	+	TraesLDM1A03G00026160	9968
chr1A	54424121	54429378	-	TraesLDM1A03G00026210	6241
chr1A	54476582	54480906	-	TraesLDM1A03G00026220	10231
chr1A	54750565	54756902	+	TraesLDM1A03G00026300	6627
chr1A	57010643	57011899	+	TraesLDM1A03G00026710	837
chr1A	57013853	57021386	-	TraesLDM1A03G00026730	8446
chr1A	57582025	57583801	+	TraesLDM1A03G00026920	3529
chr1A	57582025	57583801	+	TraesLDM1A03G00026920	3529
chr1A	57594817	57597466	+	TraesLDM1A03G00026930	13727
chr1A	57599750	57602876	-	TraesLDM1A03G00026950	17070
chr1A	57691890	57697268	-	TraesLDM1A03G00026970	5521
chr1A	58024478	58026156	+	TraesLDM1A03G00027080	10969
chr1A	58071710	58072993	-	TraesLDM1A03G00027130	7836
chr1A	58149767	58151025	-	TraesLDM1A03G00027160	17696
chr1A	58155206	58161415	+	TraesLDM1A03G00027180	752
chr1A	58513920	58517715	+	TraesLDM1A03G00027340	8341
chr1A	58559556	58561846	+	TraesLDM1A03G00027370	1232
chr1A	58562355	58569567	-	TraesLDM1A03G00027390	8178
chr1A	58591529	58596118	-	TraesLDM1A03G00027430	5545
chr1A	59102672	59117849	+	TraesLDM1A03G00027720	14856
chr1A	59149416	59154698	-	TraesLDM1A03G00027770	9594
chr1A	59335216	59336748	+	TraesLDM1A03G00027860	17904
chr1A	59982497	59985417	+	TraesLDM1A03G00028190	4143
chr1A	60224943	60228573	-	TraesLDM1A03G00028260	15418
chr1A	60908216	60911669	+	TraesLDM1A03G00028620	1410
chr1A	61112643	61116921	+	TraesLDM1A03G00028700	14072
chr1A	61332945	61334586	-	TraesLDM1A03G00028810	4825
chr1A	61387128	61388617	+	TraesLDM1A03G00028820	18066
chr1A	61765841	61773985	-	TraesLDM1A03G00029130	5771
chr1A	61964178	61965544	+	TraesLDM1A03G00029160	16672
chr1A	62402601	62403715	+	TraesLDM1A03G00029220	2982
chr1A	62409075	62412043	-	TraesLDM1A03G00029230	18056
chr1A	62648916	62650325	-	TraesLDM1A03G00029290	18075
chr1A	62971342	62975072	+	TraesLDM1A03G00029350	3790
chr1A	63005101	63009392	+	TraesLDM1A03G00029380	17057
chr1A	63009459	63013535	-	TraesLDM1A03G00029390	4235
chr1A	63398015	63399165	-	TraesLDM1A03G00029480	18202
chr1A	63439251	63441231	+	TraesLDM1A03G00029510	6868
chr1A	63443541	63447924	-	TraesLDM1A03G00029520	6875
chr1A	63479305	63480895	-	TraesLDM1A03G00029560	18183
chr1A	63720626	63724666	-	TraesLDM1A03G00029650	17411
chr1A	64788722	64798644	+	TraesLDM1A03G00029870	8123
chr1A	64977740	64984353	+	TraesLDM1A03G00029970	16502
chr1A	65076991	65078724	+	TraesLDM1A03G00030000	1594
chr1A	65097936	65100472	-	TraesLDM1A03G00030020	2418
chr1A	65609729	65614105	+	TraesLDM1A03G00030320	14501
chr1A	65738509	65740240	-	TraesLDM1A03G00030380	11673
chr1A	65960948	65961585	-	TraesLDM1A03G00030420	6464
chr1A	66133794	66138832	-	TraesLDM1A03G00030480	3774
chr1A	66142020	66143515	-	TraesLDM1A03G00030490	3740
chr1A	66517398	66520245	+	TraesLDM1A03G00030700	1414
chr1A	67234975	67237715	+	TraesLDM1A03G00030820	17912
chr1A	67234975	67237715	+	TraesLDM1A03G00030820	17912
chr1A	67805918	67808171	+	TraesLDM1A03G00030910	1205
chr1A	68028348	68038107	-	TraesLDM1A03G00030960	12845
chr1A	68702567	68703905	-	TraesLDM1A03G00031110	5356
chr1A	69494780	69496769	-	TraesLDM1A03G00031360	10687
chr1A	69497184	69501688	-	TraesLDM1A03G00031370	4102
chr1A	69696945	69701475	-	TraesLDM1A03G00031380	4360
chr1A	71185898	71186545	-	TraesLDM1A03G00031620	1483
chr1A	71340255	71340834	-	TraesLDM1A03G00031660	1644
chr1A	71367682	71376264	-	TraesLDM1A03G00031690	14415
chr1A	71836579	71839935	-	TraesLDM1A03G00031870	4649
chr1A	71967489	71972330	+	TraesLDM1A03G00031880	12934
chr1A	72057189	72058533	+	TraesLDM1A03G00031940	3610
chr1A	73061031	73064245	-	TraesLDM1A03G00032200	16755
chr1A	73065222	73069420	-	TraesLDM1A03G00032210	2677
chr1A	73368324	73370985	-	TraesLDM1A03G00032230	16269
chr1A	73563455	73568995	+	TraesLDM1A03G00032320	16182
chr1A	73570621	73575148	+	TraesLDM1A03G00032330	2188
chr1A	73581472	73590750	-	TraesLDM1A03G00032350	13082
chr1A	73591107	73598473	+	TraesLDM1A03G00032360	6762
chr1A	73599353	73600525	-	TraesLDM1A03G00032370	5936
chr1A	73620744	73625165	-	TraesLDM1A03G00032430	12868
chr1A	74707295	74720723	-	TraesLDM1A03G00032690	9840
chr1A	75979343	76003440	-	TraesLDM1A03G00033040	6681
chr1A	76758154	76764101	-	TraesLDM1A03G00033240	6134
chr1A	76993042	76994657	+	TraesLDM1A03G00033320	15195
chr1A	77335516	77338848	+	TraesLDM1A03G00033400	11306
chr1A	77370073	77374343	+	TraesLDM1A03G00033430	3355
chr1A	78584796	78593046	+	TraesLDM1A03G00033710	3527
chr1A	79217309	79218516	-	TraesLDM1A03G00033840	8472
chr1A	79418154	79420685	+	TraesLDM1A03G00033930	14591
chr1A	80540131	80552393	+	TraesLDM1A03G00034100	3772
chr1A	80917985	80921818	-	TraesLDM1A03G00034220	7583
chr1A	82772439	82783499	+	TraesLDM1A03G00034560	9789
chr1A	82785884	82790611	-	TraesLDM1A03G00034570	9440
chr1A	83205381	83210701	-	TraesLDM1A03G00034700	14123
chr1A	84258154	84270336	+	TraesLDM1A03G00034820	10114
chr1A	84278007	84280029	+	TraesLDM1A03G00034830	3653
chr1A	84990476	84992531	+	TraesLDM1A03G00035030	18343
chr1A	85056876	85057955	-	TraesLDM1A03G00035050	16566
chr1A	85292479	85294915	+	TraesLDM1A03G00035140	12466
chr1A	85603216	85604395	+	TraesLDM1A03G00035240	12362
chr1A	86093765	86094673	+	TraesLDM1A03G00035340	1527
chr1A	86506873	86512046	+	TraesLDM1A03G00035540	312
chr1A	86915857	86921080	-	TraesLDM1A03G00035680	3038
chr1A	87467650	87470222	+	TraesLDM1A03G00035760	8028
chr1A	87479375	87480593	-	TraesLDM1A03G00035770	211
chr1A	88643715	88649741	+	TraesLDM1A03G00035920	8147
chr1A	89706468	89713564	+	TraesLDM1A03G00036050	14234
chr1A	89706468	89713564	+	TraesLDM1A03G00036050	14234
chr1A	90462931	90464812	+	TraesLDM1A03G00036210	1160
chr1A	91081764	91090416	-	TraesLDM1A03G00036320	10568
chr1A	91374781	91381685	+	TraesLDM1A03G00036430	3959
chr1A	91482135	91486460	+	TraesLDM1A03G00036480	14584
chr1A	91498463	91500274	+	TraesLDM1A03G00036510	13742
chr1A	91739056	91742045	-	TraesLDM1A03G00036550	9255
chr1A	91744476	91745510	+	TraesLDM1A03G00036560	15812
chr1A	91826112	91829495	+	TraesLDM1A03G00036590	9706
chr1A	91829816	91832321	-	TraesLDM1A03G00036600	4591
chr1A	91917683	91923405	-	TraesLDM1A03G00036660	13391
chr1A	91929686	91931881	+	TraesLDM1A03G00036690	15379
chr1A	91998442	91999183	+	TraesLDM1A03G00036710	306
chr1A	92880699	92885719	-	TraesLDM1A03G00036850	13462
chr1A	93675586	93676555	+	TraesLDM1A03G00036930	8207
chr1A	93700587	93705536	-	TraesLDM1A03G00036950	13027
chr1A	93705702	93709272	+	TraesLDM1A03G00036960	5732
chr1A	93709516	93711436	-	TraesLDM1A03G00036970	16779
chr1A	94405976	94411210	+	TraesLDM1A03G00037080	1856
chr1A	94414591	94418873	+	TraesLDM1A03G00037090	5428
chr1A	95371678	95375702	+	TraesLDM1A03G00037680	3503
chr1A	95491575	95494186	+	TraesLDM1A03G00037760	9022
chr1A	96127094	96132394	+	TraesLDM1A03G00037940	5949
chr1A	96678535	96680954	-	TraesLDM1A03G00038130	3531
chr1A	96682597	96684418	-	TraesLDM1A03G00038140	1698
chr1A	96756276	96758887	+	TraesLDM1A03G00038190	8776
chr1A	96769314	96771153	+	TraesLDM1A03G00038220	14853
chr1A	96772935	96774886	+	TraesLDM1A03G00038230	8777
chr1A	96794720	96797079	-	TraesLDM1A03G00038280	4230
chr1A	96799913	96808596	-	TraesLDM1A03G00038290	12502
chr1A	98101977	98103386	+	TraesLDM1A03G00038640	18167
chr1A	98544157	98553312	-	TraesLDM1A03G00038870	11380
chr1A	98558152	98563908	-	TraesLDM1A03G00038880	13022
chr1A	99318552	99326957	+	TraesLDM1A03G00039150	10676
chr1A	99328266	99332265	+	TraesLDM1A03G00039160	12349
chr1A	99332624	99333597	+	TraesLDM1A03G00039170	16666
chr1A	99384724	99386114	+	TraesLDM1A03G00039190	16664
chr1A	99452072	99453230	+	TraesLDM1A03G00039200	16660
chr1A	99461670	99462964	+	TraesLDM1A03G00039220	16663
chr1A	99605591	99606765	-	TraesLDM1A03G00039310	15647
chr1A	99949618	99951526	+	TraesLDM1A03G00039540	18073
chr1A	99986769	99988657	+	TraesLDM1A03G00039550	18068
chr1A	100051476	100054906	-	TraesLDM1A03G00039590	18072
chr1A	100251690	100253243	-	TraesLDM1A03G00039690	5968
chr1A	100254351	100259247	-	TraesLDM1A03G00039700	2665
chr1A	100333457	100353615	+	TraesLDM1A03G00039760	10605
chr1A	100377812	100379515	-	TraesLDM1A03G00039810	405
chr1A	101276430	101279779	+	TraesLDM1A03G00040040	6140
chr1A	101333116	101337608	-	TraesLDM1A03G00040090	6128
chr1A	101750997	101754905	-	TraesLDM1A03G00040260	8480
chr1A	102167262	102172776	+	TraesLDM1A03G00040310	1555
chr1A	102376938	102382397	+	TraesLDM1A03G00040340	14752
chr1A	102383990	102388065	+	TraesLDM1A03G00040360	14751
chr1A	103353963	103368516	-	TraesLDM1A03G00040500	8315
chr1A	103690382	103696095	-	TraesLDM1A03G00040570	8654
chr1A	104268381	104280392	+	TraesLDM1A03G00040630	10772
chr1A	104282582	104283321	-	TraesLDM1A03G00040640	3632
chr1A	104286069	104290757	+	TraesLDM1A03G00040660	3759
chr1A	104437152	104439208	+	TraesLDM1A03G00040700	12584
chr1A	104496684	104497314	-	TraesLDM1A03G00040760	6052
chr1A	104636618	104644005	-	TraesLDM1A03G00040820	7957
chr1A	104975320	104985315	-	TraesLDM1A03G00040880	10058
chr1A	104986319	104991933	+	TraesLDM1A03G00040890	12826
chr1A	104992389	105005045	-	TraesLDM1A03G00040900	10913
chr1A	105953820	105955015	-	TraesLDM1A03G00041020	1145
chr1A	106289108	106290185	-	TraesLDM1A03G00041090	14424
chr1A	106290983	106302757	-	TraesLDM1A03G00041100	9218
chr1A	106290983	106302757	-	TraesLDM1A03G00041100	9218
chr1A	107170431	107173037	+	TraesLDM1A03G00041240	6229
chr1A	107177634	107183541	+	TraesLDM1A03G00041250	4565
chr1A	107184041	107187568	-	TraesLDM1A03G00041260	17158
chr1A	108139655	108143752	+	TraesLDM1A03G00041610	2396
chr1A	108145770	108152676	-	TraesLDM1A03G00041620	9032
chr1A	108770535	108774995	+	TraesLDM1A03G00041870	9907
chr1A	108776213	108781018	-	TraesLDM1A03G00041880	3818
chr1A	108844281	108850205	-	TraesLDM1A03G00041910	2956
chr1A	108853153	108859645	+	TraesLDM1A03G00041920	7684
chr1A	108858097	108859434	-	TraesLDM1A03G00041930	12470
chr1A	108882666	108884711	+	TraesLDM1A03G00041970	14254
chr1A	109006633	109008757	+	TraesLDM1A03G00042030	12889
chr1A	110051505	110055657	-	TraesLDM1A03G00042240	8007
chr1A	110132116	110132645	-	TraesLDM1A03G00042290	8927
chr1A	111097151	111108779	+	TraesLDM1A03G00042420	10108
chr1A	111124901	111127863	-	TraesLDM1A03G00042440	16231
chr1A	112909063	112909910	+	TraesLDM1A03G00042950	11920
chr1A	112916365	112923483	+	TraesLDM1A03G00042970	8413
chr1A	112923929	112925699	-	TraesLDM1A03G00042980	18005
chr1A	113233640	113234948	-	TraesLDM1A03G00043020	7761
chr1A	113534520	113537778	-	TraesLDM1A03G00043110	3808
chr1A	113845926	113853082	+	TraesLDM1A03G00043170	4648
chr1A	113853512	113856365	-	TraesLDM1A03G00043180	13621
chr1A	113872385	113876351	-	TraesLDM1A03G00043220	9894
chr1A	113872385	113876351	-	TraesLDM1A03G00043220	9894
chr1A	114548675	114553058	+	TraesLDM1A03G00043320	11187
chr1A	115961726	115962405	+	TraesLDM1A03G00043660	10930
chr1A	115997668	116000795	+	TraesLDM1A03G00043700	12980
chr1A	116722256	116725812	+	TraesLDM1A03G00043820	12659
chr1A	117215223	117219133	-	TraesLDM1A03G00043950	2401
chr1A	117904629	117906827	-	TraesLDM1A03G00044120	15840
chr1A	117922548	117928104	-	TraesLDM1A03G00044150	10417
chr1A	117994743	117996971	-	TraesLDM1A03G00044170	155
chr1A	118859989	118863239	+	TraesLDM1A03G00044590	5467
chr1A	118889498	118890035	-	TraesLDM1A03G00044600	3631
chr1A	119055074	119066286	-	TraesLDM1A03G00044650	16069
chr1A	119160337	119163468	-	TraesLDM1A03G00044680	1732
chr1A	119504010	119508738	+	TraesLDM1A03G00044720	8748
chr1A	119714470	119719220	+	TraesLDM1A03G00044810	13206
chr1A	119750475	119751364	+	TraesLDM1A03G00044870	5557
chr1A	120012707	120021351	+	TraesLDM1A03G00045030	12404
chr1A	120012707	120021351	+	TraesLDM1A03G00045030	12404
chr1A	120021501	120022953	-	TraesLDM1A03G00045050	13678
chr1A	121583996	121585407	+	TraesLDM1A03G00045310	12972
chr1A	123567076	123570743	-	TraesLDM1A03G00045590	4952
chr1A	124027969	124028981	+	TraesLDM1A03G00045680	10076
chr1A	124197718	124198555	-	TraesLDM1A03G00045730	11618
chr1A	124206545	124207313	-	TraesLDM1A03G00045750	11619
chr1A	124206852	124207210	+	TraesLDM1A03G00045760	33
chr1A	124206852	124207210	+	TraesLDM1A03G00045760	33
chr1A	124800178	124801045	-	TraesLDM1A03G00045890	11617
chr1A	124899005	124905461	-	TraesLDM1A03G00045920	13467
chr1A	124906110	124911585	-	TraesLDM1A03G00045930	5413
chr1A	125164350	125165495	-	TraesLDM1A03G00046000	15674
chr1A	125167976	125169541	+	TraesLDM1A03G00046010	13139
chr1A	126530967	126535246	+	TraesLDM1A03G00046230	9011
chr1A	126873275	126875778	-	TraesLDM1A03G00046310	15471
chr1A	127370442	127374243	+	TraesLDM1A03G00046460	10136
chr1A	127772656	127776711	+	TraesLDM1A03G00046610	12148
chr1A	127849805	127852161	+	TraesLDM1A03G00046650	13234
chr1A	128650286	128650931	+	TraesLDM1A03G00046800	2435
chr1A	128650286	128650931	+	TraesLDM1A03G00046800	2435
chr1A	130197016	130198910	+	TraesLDM1A03G00047120	14564
chr1A	130396192	130397529	+	TraesLDM1A03G00047150	1902
chr1A	130956969	130960677	-	TraesLDM1A03G00047240	8140
chr1A	131564825	131566741	-	TraesLDM1A03G00047350	15604
chr1A	132005367	132013585	-	TraesLDM1A03G00047440	8143
chr1A	132175246	132177750	-	TraesLDM1A03G00047470	1034
chr1A	132307026	132317573	+	TraesLDM1A03G00047530	15193
chr1A	132816690	132824060	+	TraesLDM1A03G00047600	10627
chr1A	132828396	132830083	+	TraesLDM1A03G00047610	8846
chr1A	132830473	132833475	-	TraesLDM1A03G00047620	11686
chr1A	133174339	133175207	+	TraesLDM1A03G00047710	3955
chr1A	133211708	133214466	-	TraesLDM1A03G00047790	4470
chr1A	134973955	134979741	+	TraesLDM1A03G00048230	9099
chr1A	135543232	135558142	-	TraesLDM1A03G00048370	14318
chr1A	136001559	136004485	-	TraesLDM1A03G00048490	5282
chr1A	136977935	137015076	+	TraesLDM1A03G00048590	12603
chr1A	141002786	141005461	+	TraesLDM1A03G00049500	9178
chr1A	141486204	141490742	-	TraesLDM1A03G00049580	5233
chr1A	142938111	142939745	-	TraesLDM1A03G00049700	2628
chr1A	143860283	143869241	+	TraesLDM1A03G00049920	6644
chr1A	144600776	144601210	+	TraesLDM1A03G00050030	4161
chr1A	146054944	146055779	+	TraesLDM1A03G00050250	8029
chr1A	146701857	146703412	-	TraesLDM1A03G00050340	13102
chr1A	147015517	147023204	-	TraesLDM1A03G00050410	13189
chr1A	147029024	147030297	-	TraesLDM1A03G00050430	12804
chr1A	147752108	147760428	+	TraesLDM1A03G00050560	17042
chr1A	148822726	148824264	+	TraesLDM1A03G00050750	1141
chr1A	149031467	149037252	+	TraesLDM1A03G00050810	10299
chr1A	149426950	149430492	-	TraesLDM1A03G00050880	2364
chr1A	150079349	150081344	+	TraesLDM1A03G00051010	10256
chr1A	150519316	150526643	-	TraesLDM1A03G00051110	10223
chr1A	150928603	150929476	+	TraesLDM1A03G00051170	12512
chr1A	150959014	150963506	+	TraesLDM1A03G00051200	6677
chr1A	150967578	150970283	-	TraesLDM1A03G00051210	7227
chr1A	151418183	151419332	+	TraesLDM1A03G00051320	1491
chr1A	151837004	151842771	+	TraesLDM1A03G00051380	4529
chr1A	151939148	151943836	-	TraesLDM1A03G00051420	9339
chr1A	153404766	153406701	+	TraesLDM1A03G00051630	15489
chr1A	153647106	153652873	+	TraesLDM1A03G00051680	15480
chr1A	154641761	154644669	+	TraesLDM1A03G00051920	2870
chr1A	154758468	154769550	+	TraesLDM1A03G00051930	15618
chr1A	155907576	155925580	-	TraesLDM1A03G00052190	9130
chr1A	157911736	157917512	-	TraesLDM1A03G00052460	8311
chr1A	159577528	159588688	+	TraesLDM1A03G00052710	7980
chr1A	163462109	163463975	-	TraesLDM1A03G00053170	10738
chr1A	163472276	163476909	-	TraesLDM1A03G00053210	3878
chr1A	166400050	166406731	+	TraesLDM1A03G00053660	10505
chr1A	168620679	168656185	-	TraesLDM1A03G00054100	5714
chr1A	169694123	169704640	+	TraesLDM1A03G00054270	9608
chr1A	187038892	187046578	-	TraesLDM1A03G00056990	4317
chr1A	189991513	189998512	+	TraesLDM1A03G00057470	5572
chr1A	220734846	220747687	+	TraesLDM1A03G00064340	13307
chr1A	220747512	220748914	+	TraesLDM1A03G00064350	1166
chr1A	231098318	231107145	+	TraesLDM1A03G00066380	4928
chr1A	231118431	231137208	-	TraesLDM1A03G00066390	6242
chr1A	231638513	231650938	+	TraesLDM1A03G00066580	12504
chr1A	231638513	231650938	+	TraesLDM1A03G00066580	12504
chr1A	231638513	231650938	+	TraesLDM1A03G00066580	12504
chr1A	233813100	233816366	+	TraesLDM1A03G00066940	15455
